seed,arm,floor_target,accuracy,dp_diff,eo_diff,disparate_impact,positives,dp_closure,share_levelling_down,people_share_levelling_down,lost_per_gained,priv_lost,unpriv_gained,positives_pct_change
0,baseline,0.9086228247409242,0.9058698296836983,0.028926391968145504,0.04096264288220419,0.9686562337424951,5978,,,,,,,
0,expgrad_dp,0.9086228247409242,0.9054136253041363,0.02550551300208359,0.043921851051649974,0.9723368236505179,5983,0.0034208789660619132,0.2552292185976068,0.3157894736842105,0.6875,6.0,13.0,0.08364001338240214
0,expgrad_dp_floor,0.9086228247409242,0.905565693430657,0.02646092701482239,0.044618950012003,0.97130058547256,5980,0.0024654649533231154,0.354135338345872,0.36363636363636365,0.75,4.0,7.0,0.03345600535296086
1,baseline,0.9058854200612657,0.9025243309002433,0.026433491765717854,0.025547984414529212,0.9713393885430714,5982,,,,,,,
1,expgrad_dp,0.9058854200612657,0.9019160583941606,0.018592200974322126,0.04984026739054154,0.9797390413740023,5976,0.007841290791395727,0.593853427895982,0.5142857142857142,1.3157894736842106,18.0,17.0,-0.10030090270812438
1,expgrad_dp_floor,0.9058854200612657,0.9022201946472019,0.019481992837175555,0.05253633224382759,0.9788632373260072,6000,0.006951498928542299,0.0837333333333336,0.28125,0.4,9.0,23.0,0.30090270812437314
2,baseline,0.9067978882878186,0.9045012165450121,0.023094918546969878,0.03887134600114489,0.9749117482999088,5981,,,,,,,
2,expgrad_dp,0.9067978882878186,0.9040450121654501,0.014743109674261956,0.07160729784130154,0.9839387048697641,5990,0.008351808872707922,0.31362365161806366,0.4117647058823529,0.64,14.0,20.0,0.15047650894499248
2,expgrad_dp_floor,0.9067978882878186,0.9046532846715328,0.012277644720939063,0.07848595645670597,0.9866118732906548,5992,0.010817273826030815,0.3228570449326549,0.38461538461538464,0.5925925925925926,15.0,24.0,0.1839157331549908
3,baseline,0.9086228247409242,0.9037408759124088,0.020503028999799833,0.06386072793751041,0.9776567054731011,5970,,,,,,,
3,expgrad_dp,0.9086228247409242,0.9023722627737226,0.012260961123510605,0.09912193230291949,0.9865832285285406,5971,0.008242067876289227,0.45904367774728705,0.4444444444444444,0.9565217391304348,16.0,20.0,0.01675041876046901
3,expgrad_dp_floor,0.9086228247409242,0.9025243309002433,0.015072332663517818,0.08928406551806922,0.9835173344901823,5966,0.005430696336282015,0.5895002730748131,0.52,1.2857142857142858,13.0,12.0,-0.06700167504187604
4,baseline,0.909013882552304,0.9066301703163017,0.027108621341657813,0.03278211733421965,0.9704863045215665,5955,,,,,,,
4,expgrad_dp,0.909013882552304,0.9054136253041363,0.024588285890125516,0.03251897401805992,0.973221759011578,5961,0.002520335451532296,0.11547513974696275,0.3333333333333333,0.45454545454545453,4.0,8.0,0.10075566750629723
4,expgrad_dp_floor,0.909013882552304,0.906478102189781,0.02316054069685536,0.03713552342437171,0.974728606594349,5954,0.003948080644802454,0.5160108930415942,0.5714285714285714,1.1428571428571428,8.0,6.0,-0.016792611251049538
