arm,accuracy,dp_diff,eo_diff,disparate_impact,positives,positives_pct_change,share_levelling_down,people_share_levelling_down,lost_per_gained
baseline,0.802,0.0984,0.0322,0.5954,769.8,,,,
postprocess_dp,0.7891,0.008,0.1875,1.0343,729.8,-5.2554,0.5911,0.5998,1.697
