seed,arm,accuracy,sex_dp_gap,intersectional_gap_all,intersectional_gap_reliable,gap_inflation,worst_subgroup,worst_subgroup_rate,n_unreliable_subgroups
0,baseline,0.8018362662586075,0.057942369463787474,0.34210526315789475,0.25622947653080935,0.0858757866270854,Male x Amer-Indian,0.05913978494623656,13
0,expgrad_dp_sex,0.7987758224942617,0.022646596797261498,0.3333333333333333,0.23189105659648446,0.10144227673684886,Male x Amer-Indian,0.06451612903225806,13
0,expgrad_dp_intersectional,0.7758224942616679,0.005461771119082776,0.4444444444444444,0.034060910437190145,0.41038353400725425,Male x Amer-Indian,0.22043010752688172,13
1,baseline,0.8129303749043612,0.09281962908255376,0.7058823529411765,0.09620155683225329,0.6096807961089232,Female x White,0.2505567928730512,14
1,expgrad_dp_sex,0.8083397092578424,0.06086375465991417,0.7058823529411765,0.062341111660489834,0.6435412412806867,Female x White,0.26280623608017817,14
1,expgrad_dp_intersectional,0.7697016067329763,0.02713300977702751,0.5,0.037465925151285745,0.4625340748487142,Female x White,0.22383073496659242,14
2,baseline,0.7987758224942617,0.07151180511594102,0.5,0.2671209153110184,0.2328790846889816,Male x Amer-Indian,0.05649717514124294,13
2,expgrad_dp_sex,0.7953328232593726,0.037009683243065805,0.5,0.2460153876728274,0.2539846123271726,Male x Amer-Indian,0.05649717514124294,13
2,expgrad_dp_intersectional,0.7697016067329763,0.018645518276242085,0.5,0.0625929229854297,0.43740707701457027,Female x White,0.23684210526315788,13
