arm,accuracy,dp_diff,eo_diff,disparate_impact,positives,positives_pct_change,share_levelling_down,people_share_levelling_down,lost_per_gained
baseline,0.8666,0.1944,0.1478,0.7774,36046.0,,,,
expgrad_dp,0.82,0.0115,0.1318,0.987,37566.6,4.2184,-0.0278,0.4975,0.4803
expgrad_dp_floor,0.8201,0.0127,0.1284,0.9856,37523.4,4.0988,-0.0235,0.5043,0.4913
