arm,accuracy,dp_diff,eo_diff,disparate_impact,positives,positives_pct_change,share_levelling_down,people_share_levelling_down,lost_per_gained
baseline,0.8673,0.1044,0.0909,0.8822,3733.6,,,,
expgrad_dp,0.8472,0.0268,0.0877,0.9771,3759.0,0.681,-0.0617,0.9371,0.7489
expgrad_dp_floor,0.8454,0.0253,0.0717,0.9722,3777.4,1.1761,-0.1205,0.9235,0.6823
