arm,accuracy,dp_diff,eo_diff,disparate_impact,positives,positives_pct_change,share_levelling_down,people_share_levelling_down,lost_per_gained
baseline,0.8042,0.2269,0.2853,0.2774,798.0,,,,
expgrad_dp,0.7937,0.0146,0.1362,0.9248,723.2,-9.3178,0.5839,0.5882,1.4392
expgrad_dp_floor,0.7926,0.0115,0.1483,0.9503,806.8,1.1591,0.4846,0.489,0.9661
