seed,arm,floor_target,n_test,accuracy,dp_diff,eo_diff,disparate_impact,positives,dp_closure,share_levelling_down,people_share_levelling_down,lost_per_gained,priv_lost,unpriv_gained,positives_pct_change
0,baseline,0.7630076345672676,6681,0.8405927256398743,0.06433646827405626,0.05121041676990934,0.9192726646737552,5119,,,,,,,
0,expgrad_dp,0.7630076345672676,6681,0.8399940128723244,0.05632774313897637,0.06583886713910503,0.9291943618148484,5135,0.008008725135079886,0.17904189602789494,0.26666666666666666,0.36,8.0,22.0,0.3125610470795077
0,expgrad_dp_floor,0.7630076345672676,6681,0.8405927256398743,0.06433646827405626,0.05121041676990934,0.9192726646737552,5119,0.0,,,,0.0,0.0,0.0
1,baseline,0.7648040033361134,6681,0.8398443346804371,0.07357383781139681,0.05465768868625803,0.9074821592324772,5078,,,,,,,
1,expgrad_dp,0.7648040033361134,6681,0.8398443346804371,0.07357383781139681,0.05465768868625803,0.9074821592324772,5078,0.0,,,,0.0,0.0,0.0
1,expgrad_dp_floor,0.7648040033361134,6681,0.8398443346804371,0.07357383781139681,0.05465768868625803,0.9074821592324772,5078,0.0,,,,0.0,0.0,0.0
2,baseline,0.764354911143902,6681,0.8392456219128873,0.07479987839257685,0.0348206468771165,0.9059743417610254,5076,,,,,,,
2,expgrad_dp,0.764354911143902,6681,0.8381978745696752,0.07015618796284051,0.04240278672547371,0.9117479699038872,5087,0.004643690429736336,0.12351360235115985,0.2222222222222222,0.3125,4.0,14.0,0.21670606776989756
2,expgrad_dp_floor,0.764354911143902,6681,0.8392456219128873,0.07479987839257685,0.0348206468771165,0.9059743417610254,5076,0.0,,,,0.0,0.0,0.0
3,baseline,0.7615320459357157,6681,0.833707528813052,0.08038022611582263,0.029381824338834128,0.8994670557869894,5085,,,,,,,
3,expgrad_dp,0.7615320459357157,6681,0.833707528813052,0.08038022611582263,0.029381824338834128,0.8994670557869894,5085,0.0,,,,0.0,0.0,0.0
3,expgrad_dp_floor,0.7615320459357157,6681,0.833707528813052,0.08038022611582263,0.029381824338834128,0.8994670557869894,5085,0.0,,,,0.0,0.0,0.0
4,baseline,0.7644832231988196,6681,0.8413411165993114,0.07665730069231114,0.034745279746270896,0.9028338758582011,5026,,,,,,,
4,expgrad_dp,0.7644832231988196,6681,0.8413411165993114,0.07665730069231114,0.034745279746270896,0.9028338758582011,5026,0.0,,,,0.0,0.0,0.0
4,expgrad_dp_floor,0.7644832231988196,6681,0.8413411165993114,0.07665730069231114,0.034745279746270896,0.9028338758582011,5026,0.0,,,,0.0,0.0,0.0
