arm,accuracy,dp_diff,eo_diff,disparate_impact,positives,positives_pct_change,share_levelling_down,people_share_levelling_down,lost_per_gained
baseline,0.7884,0.1156,0.0572,0.6677,1510.0,,,,
expgrad_dp,0.7763,0.0113,0.177,0.9586,1378.2,-8.7279,0.7256,0.6439,1.8473
expgrad_dp_floor,0.7648,0.016,0.1522,0.947,1505.4,-0.3004,0.4911,0.5093,1.0237
