arm,accuracy,dp_diff,eo_diff,disparate_impact,positives,positives_pct_change,share_levelling_down,people_share_levelling_down,lost_per_gained
baseline,0.7471,0.0257,0.0185,0.7186,420.0,,,,
expgrad_dp,0.7434,0.0191,0.0237,0.7834,411.8,-1.9411,0.5087,0.8379,1.9248
expgrad_dp_floor,0.7451,0.0171,0.0205,0.8145,429.6,2.3161,-0.1019,0.6133,0.5638
