seed,arm,accuracy,sex_dp_gap,intersectional_gap_all,intersectional_gap_reliable,gap_inflation,worst_subgroup,worst_subgroup_rate,n_unreliable_subgroups
0,baseline,0.8451389400751824,0.18669779513018375,0.3857677902621723,0.34422932872371076,0.041538461538461524,Female x Black,0.04153846153846154,5
0,expgrad_dp_sex,0.8302498710105403,0.02824267362748603,0.26602021445795493,0.21535871762163544,0.050661496836319486,Male x Black,0.09175738724727839,5
0,expgrad_dp_intersectional,0.8073266013120071,0.019666586605818465,0.13445903689806127,0.0331556323302751,0.10130340456778616,Female x White,0.14569351230425057,5
1,baseline,0.844696690499005,0.19755120794384573,0.36200716845878134,0.28488923994766396,0.07711792851111737,Female x White,0.07711792851111736,6
1,expgrad_dp_sex,0.8275963735534754,0.01695357393756375,0.22099603848330504,0.1842050318404844,0.036791006642820645,Male x Black,0.06310679611650485,6
1,expgrad_dp_intersectional,0.8059998525834746,0.019008969869498488,0.1949196474857439,0.09104986602637716,0.10386978145936673,Male x Black,0.1634304207119741,6
2,baseline,0.8497088523623498,0.18498382594200324,0.3145157379116349,0.3145157379116349,0.0,Female x Black,0.0379746835443038,5
2,expgrad_dp_sex,0.830765828849414,0.013886900025959908,0.17498165810711666,0.13327691982229745,0.041704738284819215,Male x Black,0.0736196319018405,5
2,expgrad_dp_intersectional,0.8253114174098917,0.010509484684363024,0.15238095238095237,0.020234675612814723,0.13214627676813764,Female x White,0.16172734970364097,5
