,proxy_share,shap_quality,change_vs_baseline,pct_change
baseline,0.5372046015034829,exact,0.0,0.0
expgrad_dp,0.5704544494904341,sampled,0.033249847986951186,6.189419802789164
expgrad_eo,0.4525912247939238,sampled,-0.08461337670955915,-15.750679810401916
gridsearch_dp,0.5479316993187934,exact,0.010727097815310449,1.9968365470601614
prejudice_remover [Female],0.5457892987589106,exact,0.008584697255427653,1.598031221512535
prejudice_remover [Male],0.5045064093126688,exact,-0.03269819219081416,-6.086729730032322
adversarial_debiasing,0.4824757334924903,exact,-0.05472886801099264,-10.18771392832863
