,proxy_share,shap_quality,change_vs_baseline,pct_change
baseline,0.552569191488879,exact,0.0,0.0
expgrad_dp,0.5863421090040064,sampled,0.033772917515127454,6.111979827200911
expgrad_eo,0.4955900566142356,sampled,-0.056979134874643345,-10.31167422148799
gridsearch_dp,0.6107788089815546,exact,0.058209617492675614,10.534358120081174
prejudice_remover [Female],0.6886291222071315,exact,0.1360599307182525,24.623148162068833
prejudice_remover [Male],0.4986423889376707,exact,-0.05392680255120824,-9.759285060012902
adversarial_debiasing,0.47962889447032336,exact,-0.07294029701855559,-13.200210605665587
