,accuracy,accuracy,demographic_parity_diff,demographic_parity_diff,equalized_odds_diff,equalized_odds_diff,disparate_impact,disparate_impact
,mean,std,mean,std,mean,std,mean,std
method,,,,,,,,
baseline,0.8469,0.0033,0.1861,0.0083,0.0949,0.0295,0.2996,0.0296
expgrad_dp,0.8282,0.0023,0.0178,0.0091,0.2802,0.019,0.8951,0.0516
expgrad_eo,0.8361,0.0012,0.1072,0.0101,0.032,0.0144,0.5214,0.0389
gridsearch_dp,0.8265,0.007,0.015,0.019,0.304,0.046,0.9859,0.1377
prejudice_remover,0.8365,0.002,0.0646,0.0085,0.1884,0.0247,0.686,0.0373
adversarial_debiasing,0.826,0.0011,0.0202,0.0093,0.2504,0.0148,0.8894,0.0498
