,accuracy,accuracy,demographic_parity_diff,demographic_parity_diff,equalized_odds_diff,equalized_odds_diff,disparate_impact,disparate_impact
,mean,std,mean,std,mean,std,mean,std
method,,,,,,,,
decision_tree,0.8517,0.003,0.1613,0.0125,0.0831,0.0234,0.3086,0.0315
logistic_regression,0.8469,0.0033,0.1861,0.0083,0.0949,0.0295,0.2996,0.0296
