,proxy_share,shap_quality,change_vs_baseline,pct_change
baseline,0.5466674941890496,exact,0.0,0.0
expgrad_dp,0.5976084300143497,sampled,0.05094093582530013,9.31844976458096
expgrad_eo,0.49505497731852294,sampled,-0.05161251687052665,-9.441299769815453
gridsearch_dp,0.5961193647407135,exact,0.04945187055166389,9.046060187833731
prejudice_remover [Female],0.5236321168556713,exact,-0.023035377333378237,-4.213782157936777
prejudice_remover [Male],0.5152783549063824,exact,-0.03138913928266718,-5.74190703056731
adversarial_debiasing,0.4783930286114459,exact,-0.0682744655776037,-12.489212602422066
