,proxy_share,shap_quality,change_vs_baseline,pct_change
baseline,0.5457158178466118,exact,0.0,0.0
expgrad_dp,0.6045686241184974,sampled,0.058852806271885605,10.784515373609306
expgrad_eo,0.4804490151615656,sampled,-0.06526680268504625,-11.959851730629376
gridsearch_dp,0.585745548108386,exact,0.040029730261774144,7.335270291363551
prejudice_remover [Female],0.553311811405601,exact,0.007595993558989211,1.3919320845349348
prejudice_remover [Male],0.4987774806780037,exact,-0.046938337168608124,-8.601241824696643
adversarial_debiasing,0.4755595487084937,exact,-0.07015626913811812,-12.85582474317016
