arm,accuracy,dp_diff,eo_diff,disparate_impact,positives,positives_pct_change,share_levelling_down,people_share_levelling_down,lost_per_gained
baseline,0.7182,0.1197,0.0975,0.7674,5489.4,,,,
expgrad_dp,0.716,0.015,0.0823,0.9722,5323.8,-3.0125,0.9436,0.3728,1.3762
expgrad_dp_floor,0.7075,0.0148,0.0774,0.9726,5487.6,-0.0324,0.8297,0.3042,1.0034
