state,threshold,positives_base,dp_base,dp_plain,pie_plain,pie_floor,exchange_plain,acc_base,acc_plain,n_test,selection_rate
CT,20000,4876.4,0.0571780239784289,0.05642537259286612,0.04550155118924508,0.0,0.3529411764705882,0.8785377358490566,0.8786388140161725,5936.0,0.8214959568733153
CT,30000,4308.6,0.08238894997035875,0.07987365503277556,0.09766288196750236,0.0,0.553639846743295,0.8319407008086254,0.832311320754717,5936.0,0.7258423180592992
CT,50000,3014.8,0.10039047353133564,0.09356356234399474,0.12667237641503756,0.11212313991361392,0.8147252747252747,0.7996293800539084,0.7991913746630728,5936.0,0.5078840970350404
CT,70000,1818.2,0.09288631151818544,0.08700878900971826,0.14314492961516492,0.19069148238648423,0.9064325414123802,0.8073450134770889,0.807378706199461,5936.0,0.306300539083558
