seed,method,accuracy,dp_diff,eo_diff,baseline_accuracy,baseline_dp_diff,baseline_eo_diff,n_priv,n_unpriv,dp_closure,dp_from_priv_loss,dp_from_unpriv_gain,dp_share_levelling_down,dp_verdict,tpr_closure,tpr_share_levelling_down,tpr_verdict,priv_lost,priv_gained,unpriv_lost,unpriv_gained,pct_churn_priv,pct_churn_unpriv,people_share_levelling_down,lost_per_gained,net_favourable_change,total_churn,arbitrariness_floor,churn_that_is_noise,positives_delta,positives_pct_change
0,expgrad_dp,0.7293478260869565,0.0,0.06313131313131312,0.7695652173913043,0.12678571428571428,0.13838612368024128,840,80,0.12678571428571428,0.01428571428571429,0.11249999999999999,0.11267605633802821,levelling up,0.18815987933634992,0.37474949899799587,mixed,41,29,1,10,8.333333333333334,13.75,0.803921568627451,1.0769230769230769,-3.0,0.08804347826086957,0.06195652173913044,0.7037037037037037,-3,-1.075268817204301
0,expgrad_eo,0.7619565217391304,0.09404761904761902,0.024531024531024542,0.7695652173913043,0.12678571428571428,0.13838612368024128,840,80,0.03273809523809526,-0.004761904761904745,0.037500000000000006,-0.14545454545454484,levelling up,0.12405731523378583,0.051671732522796165,levelling up,7,11,0,3,2.142857142857143,3.75,0.7,0.5,7.0,0.02282608695652174,0.02826086956521739,1.0,7,2.5089605734767026
0,gridsearch_dp,0.7380434782608696,0.013690476190476197,0.07070707070707069,0.7695652173913043,0.12678571428571428,0.13838612368024128,840,80,0.11309523809523808,0.013095238095238104,0.09999999999999998,0.11578947368421062,levelling up,0.11331070889894412,0.48086522462562353,mixed,40,29,0,8,8.214285714285714,10.0,0.8333333333333334,1.0810810810810811,-3.0,0.08369565217391305,0.0,0.0,-3,-1.075268817204301
0,prejudice_remover,0.7434782608695653,0.10952380952380952,0.17816742081447956,0.7695652173913043,0.12678571428571428,0.13838612368024128,840,80,0.2363095238095238,-0.0011904761904761862,0.2375,-0.005037783375314844,levelling up,0.31655354449472084,0.0708755211435376,levelling up,12,13,2,21,2.9761904761904763,28.75,0.36363636363636365,0.4117647058823529,20.0,0.05217391304347826,0.0,0.0,20,7.168458781362007
0,adversarial_debiasing,0.7489130434782608,0.05892857142857144,0.01659125188536953,0.7695652173913043,0.12678571428571428,0.13838612368024128,840,80,0.06785714285714284,0.06785714285714284,0.0,1.0,levelling down,0.12179487179487175,1.0,levelling down,73,16,1,1,10.595238095238095,2.5,0.9864864864864865,4.352941176470588,-57.0,0.09891304347826087,0.0,0.0,-57,-20.43010752688172
1,expgrad_dp,0.7728260869565218,0.05357142857142855,0.11161387631975872,0.7858695652173913,0.13452380952380952,0.16610105580693812,840,80,0.08095238095238097,0.030952380952380953,0.05000000000000002,0.3823529411764705,mixed,0.054487179487179405,1.0,levelling down,43,17,3,7,7.142857142857143,12.5,0.86,1.9166666666666667,-22.0,0.07608695652173914,0.04782608695652174,0.6285714285714286,-22,-6.875
1,expgrad_eo,0.7684782608695652,0.12499999999999997,0.06561085972850678,0.7858695652173913,0.13452380952380952,0.16610105580693812,840,80,0.009523809523809545,0.009523809523809545,0.0,1.0,levelling down,0.10049019607843135,0.4146341463414632,mixed,23,15,2,2,4.523809523809524,5.0,0.92,1.4705882352941178,-8.0,0.04565217391304348,0.043478260869565216,0.9523809523809523,-8,-2.5
1,gridsearch_dp,0.7695652173913043,0.05238095238095236,0.10520361990950222,0.7858695652173913,0.13452380952380952,0.16610105580693812,840,80,0.08214285714285716,0.03214285714285714,0.05000000000000002,0.39130434782608686,mixed,0.0608974358974359,1.0,levelling down,48,21,3,7,8.214285714285714,12.5,0.8727272727272727,1.8214285714285714,-23.0,0.08586956521739131,0.0,0.0,-23,-7.1875
1,prejudice_remover,0.7663043478260869,0.002380952380952428,0.20569381598793368,0.7858695652173913,0.13452380952380952,0.16610105580693812,840,80,0.1321428571428571,0.0071428571428571175,0.12499999999999997,0.054054054054053884,levelling up,-0.039592760180995556,,gap widened,16,10,5,15,3.0952380952380953,25.0,0.5161290322580645,0.84,4.0,0.05,0.0,0.0,4,1.25
1,adversarial_debiasing,0.7619565217391304,0.14583333333333337,0.22831825037707393,0.7858695652173913,0.13452380952380952,0.16610105580693812,840,80,-0.011309523809523853,0.10119047619047616,-0.1125,,gap widened,-0.0622171945701358,,gap widened,98,13,9,0,13.214285714285714,11.25,1.0,8.23076923076923,-94.0,0.13043478260869565,0.0,0.0,-94,-29.375
