arm,accuracy,dp_diff,eo_diff,disparate_impact,positives,positives_pct_change,share_levelling_down,people_share_levelling_down,lost_per_gained
baseline,0.7876,0.0767,0.0289,0.8805,3994.2,,,,
expgrad_eo,0.7877,0.0889,0.023,0.8627,3994.0,-0.0071,,0.6125,1.0102
