arm,accuracy,dp_diff,eo_diff,disparate_impact,positives,positives_pct_change,share_levelling_down,people_share_levelling_down,lost_per_gained
baseline,0.9215,0.0918,0.1003,0.9032,109599.0,,,,
expgrad_dp,0.9161,0.0107,0.1555,0.9887,110431.8,0.7599,-0.0199,0.3027,0.2618
expgrad_dp_floor,0.916,0.0102,0.1569,0.9893,110435.8,0.7635,-0.0197,0.3018,0.261
