arm,accuracy,dp_diff,eo_diff,disparate_impact,positives,positives_pct_change,share_levelling_down,people_share_levelling_down,lost_per_gained
baseline,0.7231,0.2044,0.1498,0.6195,495.4,,,,
expgrad_dp,0.6536,0.0827,0.0619,0.8542,534.8,7.9507,-0.26,0.753,0.5278
expgrad_dp_floor,0.6506,0.0897,0.078,0.8436,538.4,8.6614,-0.293,0.7478,0.5145
