seed,arm,floor_target,accuracy,dp_diff,eo_diff,disparate_impact,positives,dp_closure,share_levelling_down,people_share_levelling_down,lost_per_gained,priv_lost,unpriv_gained,positives_pct_change
0,baseline,0.2589147286821705,0.7997052518756699,0.09654437448294881,0.038634334873409615,0.683428151608771,1921,,,,,,,
0,expgrad_dp,0.2589147286821705,0.7826902465166131,0.01881262064527986,0.06473715703873728,0.9269127756450318,1852,0.07773175383766895,0.6119598235072394,0.5566265060240964,1.2936170212765958,231.0,184.0,-3.591879229567933
0,expgrad_dp_floor,0.2589147286821705,0.7836280814576635,0.01833923154701722,0.0676554545187017,0.9306736741519349,1907,0.07820514293593159,0.5170171971761663,0.5204819277108433,1.0534351145038168,216.0,199.0,-0.7287870900572618
1,baseline,0.2592018374964111,0.7955519828510182,0.10387386248736097,0.052995301295822195,0.6596894409937888,1896,,,,,,,
1,expgrad_dp,0.2592018374964111,0.782422293676313,0.017785412262156464,0.06208371344771091,0.9303312629399585,1840,0.0860884502252045,0.5801840519456252,0.5483146067415731,1.21875,244.0,201.0,-2.9535864978902953
1,expgrad_dp_floor,0.2592018374964111,0.7841639871382636,0.02621507031896314,0.05105794414525766,0.9044336935578453,1951,0.07765879216839783,0.39814760016570977,0.45985401459854014,0.8129251700680272,189.0,222.0,2.9008438818565403
2,baseline,0.2586276198679299,0.7931404072883173,0.0838697260777645,0.02707885779308039,0.7218553519033647,1942,,,,,,,
2,expgrad_dp,0.2586276198679299,0.7805466237942122,0.0004762616049269197,0.09157077974946792,1.0019233446243794,1850,0.08434598768269141,0.6391673931996513,0.5671296296296297,1.4035087719298245,245.0,187.0,-4.737384140061792
2,expgrad_dp_floor,0.2586276198679299,0.7809485530546624,0.0019395164996782732,0.09973220329007382,1.0077172770081835,1883,0.08580924257744277,0.5851516105059489,0.541860465116279,1.2458333333333333,233.0,197.0,-3.038105046343975
3,baseline,0.2561010623026127,0.79997320471597,0.09129630480742718,0.034573241909694574,0.6940077791042476,1891,,,,,,,
3,expgrad_dp,0.2561010623026127,0.7868435155412647,0.004664376321353081,0.09855017019314705,0.9812234042553191,1837,0.0866319284860741,0.5765443151298121,0.5421412300683371,1.216,238.0,201.0,-2.8556319407720783
3,expgrad_dp_floor,0.2561010623026127,0.7848338692390139,0.006945721114072989,0.08601375278341816,0.9726792009400704,1872,0.08435058369335419,0.5232114640658205,0.5173210161662818,1.0714285714285714,224.0,209.0,-1.0047593865679534
4,baseline,0.2623600344530577,0.7971596998928189,0.11084198915341484,0.04965029477256899,0.6409023228111971,1896,,,,,,,
4,expgrad_dp,0.2623600344530577,0.7808145766345124,0.013482397279161673,0.0835859254681538,0.9468568840579711,1844,0.09735959187425317,0.5645903651426818,0.5301724137931034,1.203125,246.0,218.0,-2.742616033755274
4,expgrad_dp_floor,0.2623600344530577,0.7805466237942122,0.013228467690045015,0.07950030899620375,0.9496413262181788,1912,0.09761352146336982,0.4710729209581544,0.47547974413646055,0.9457627118644067,223.0,246.0,0.8438818565400844
