axis,knob,positives_base,n_test,dp_base,pie,exchange,acc_base,selection_rate
operating_point,0.92,15601.0,44620.0,0.183287,0.561719,0.972384,0.594236,0.349641
operating_point,0.85,22745.4,44620.0,0.202014,-4.581842,1.416417,0.72251,0.509758
operating_point,0.75,27648.8,44620.0,0.218462,-0.212792,1.019782,0.790905,0.61965
operating_point,0.65,31256.2,44620.0,0.21991,2.942165,0.730369,0.824671,0.700498
operating_point,0.55,34255.8,44620.0,0.205906,3.384089,0.654262,0.834379,0.767723
operating_point,0.45,36892.6,44620.0,0.176978,3.275383,0.571448,0.837571,0.826818
