seed,arm,floor_target,n_test,accuracy,dp_diff,eo_diff,disparate_impact,positives,dp_closure,share_levelling_down,people_share_levelling_down,lost_per_gained,priv_lost,unpriv_gained,positives_pct_change
0,baseline,0.5813171336682572,40778,0.7193584776104762,0.08611059354929418,0.010785309503969331,0.8621810730763235,23833,,,,,,,
0,expgrad_dp,0.5813171336682572,40778,0.7148217175928196,0.020299071911539013,0.07038464001258832,0.9657242586105245,23762,0.06581152163775517,0.4950669098549115,0.5065165876777251,1.0723014256619146,855.0,833.0,-0.29790626442327867
0,expgrad_dp_floor,0.5813171336682572,40778,0.7080533621070185,0.022218777257351774,0.0626756234002585,0.962613862060137,23810,0.0638918162919424,0.477438410551669,0.4956063268892794,1.0219885277246654,846.0,861.0,-0.09650484622162547
1,baseline,0.5841023269501608,40778,0.7205846289665996,0.08703975356070193,0.011797300613661355,0.8608891857274782,23851,,,,,,,
1,expgrad_dp,0.5841023269501608,40778,0.715729069596351,0.023028477633774025,0.06529838103436691,0.9612393908772526,23787,0.0640112759269279,0.49312923254396723,0.5027355623100304,1.0665972944849116,827.0,818.0,-0.2683325646723408
1,expgrad_dp_floor,0.5841023269501608,40778,0.707342194320467,0.023494390738002413,0.061035921308465246,0.960690297822425,23923,0.06354536282269951,0.44082473770745617,0.4857309260337799,0.9351351351351351,834.0,883.0,0.3018741352563834
2,baseline,0.5819582536312614,40778,0.7220805336210702,0.0947457078459859,0.019382929793136994,0.8481700382107182,23636,,,,,,,
2,expgrad_dp,0.5819582536312614,40778,0.7177890038746383,0.02542643207523343,0.06338176610116864,0.9568107426010635,23521,0.06931927577075248,0.5092939872456894,0.5202279202279202,1.1161616161616161,913.0,842.0,-0.48654594686072095
2,expgrad_dp_floor,0.5819582536312614,40778,0.710383049683653,0.02568258019461267,0.059593258645710634,0.956694745137572,23693,0.06906312765137324,0.4483708895540752,0.4865162355531095,0.9502617801047121,884.0,933.0,0.24115755627009647
3,baseline,0.5819162129779497,40778,0.7218107803227231,0.08744823716690231,0.00704988747850982,0.859375447037506,23687,,,,,,,
3,expgrad_dp,0.5819162129779497,40778,0.7155819314336161,0.01934893250360603,0.07485036058371047,0.9672238884911946,23703,0.06809930466329628,0.4628488154405415,0.48327566320645904,0.9847764034253093,838.0,896.0,0.0675475999493393
3,expgrad_dp_floor,0.5819162129779497,40778,0.7105792339006327,0.015834116812482923,0.0764288475295522,0.9731273905694163,23725,0.07161412035441939,0.4555980770950639,0.48497854077253216,0.9671564390665515,904.0,960.0,0.16042554987968083
4,baseline,0.583040800454039,40778,0.7227671783804993,0.08236591254901215,0.00418137584166145,0.8675581063353707,23786,,,,,,,
4,expgrad_dp,0.583040800454039,40778,0.7175437736034136,0.01309697573775892,0.07993518385050535,0.9775989922439421,23591,0.06926893681125323,0.5376456586203008,0.5399087799315849,1.2059134107708553,947.0,807.0,-0.8198099722525856
4,expgrad_dp_floor,0.583040800454039,40778,0.7098925891412036,0.013274070148624917,0.07535324842153102,0.9773960058113514,23693,0.06909184240038724,0.5016193645782359,0.5240730492529053,1.0880681818181819,947.0,860.0,-0.3909862944589254
