arm,accuracy,dp_diff,eo_diff,disparate_impact,positives,positives_pct_change,share_levelling_down,people_share_levelling_down,lost_per_gained
baseline,0.8702,0.021,0.0536,0.9759,8553.4,,,,
expgrad_dp,0.8703,0.018,0.0496,0.9793,8555.4,0.0234,0.3526,0.531,0.952
expgrad_dp_floor,0.8691,0.0194,0.0516,0.9777,8553.0,-0.0045,0.3929,0.6255,1.0684
