arm,accuracy,dp_diff,eo_diff,disparate_impact,positives,positives_pct_change,share_levelling_down,people_share_levelling_down,lost_per_gained
baseline,0.7853,0.2021,0.1269,0.6844,2262.8,,,,
expgrad_dp,0.7342,0.0262,0.1165,0.9574,2393.2,5.7624,0.1519,0.462,0.6503
expgrad_dp_floor,0.7326,0.0211,0.1211,0.9656,2396.4,5.9053,0.1528,0.4607,0.645
