seed,arm,accuracy,sex_dp_gap,intersectional_gap_all,intersectional_gap_reliable,gap_inflation,worst_subgroup,worst_subgroup_rate,n_unreliable_subgroups
0,baseline,0.7950121654501217,0.09670962384048998,0.5454545454545454,0.2845849802371541,0.2608695652173913,Male x Two-or-more,0.2608695652173913,13
0,expgrad_dp_sex,0.7804136253041363,0.01890622335258746,0.5194805194805194,0.2875964615095049,0.23188405797101452,Male x Two-or-more,0.2318840579710145,13
0,expgrad_dp_intersectional,0.7709854014598541,0.03313251225317548,0.625,0.09331409331409335,0.5316859066859067,Female x Asian,0.2962962962962963,13
1,baseline,0.7957725060827251,0.10692925413197096,0.5673758865248227,0.29464861379755003,0.2727272727272727,Male x Two-or-more,0.2727272727272727,12
1,expgrad_dp_sex,0.7822384428223844,0.02129531450434885,0.5531914893617021,0.3383154563038509,0.21487603305785125,Male x Two-or-more,0.21487603305785125,12
1,expgrad_dp_intersectional,0.7630778588807786,0.019652907024165278,0.4117647058823529,0.052203869603085706,0.3595608362792672,Female x White,0.3307748538011696,12
2,baseline,0.7945559610705596,0.0966714369397092,0.5,0.22845156369183828,0.2715484363081617,Male x Two-or-more,0.22807017543859648,13
2,expgrad_dp_sex,0.7804136253041363,0.029795051274256135,0.5,0.2299771167048055,0.2700228832951945,Male x Two-or-more,0.21929824561403508,13
2,expgrad_dp_intersectional,0.7653588807785888,0.03017432505579737,0.509090909090909,0.06116080467847401,0.447930104412435,Female x Asian,0.3008849557522124,13
