seed,method,accuracy,dp_diff,eo_diff,baseline_accuracy,baseline_dp_diff,baseline_eo_diff,n_priv,n_unpriv,dp_closure,dp_from_priv_loss,dp_from_unpriv_gain,dp_share_levelling_down,dp_verdict,tpr_closure,tpr_share_levelling_down,tpr_verdict,priv_lost,priv_gained,unpriv_lost,unpriv_gained,pct_churn_priv,pct_churn_unpriv,people_share_levelling_down,lost_per_gained,net_favourable_change,total_churn,arbitrariness_floor,churn_that_is_noise,positives_delta,positives_pct_change
0,expgrad_dp,0.7967914438502673,0.004636264289967745,0.0564254062038404,0.8021390374331551,0.030552883514268714,0.004972919743968518,2298,133,0.02591661922430097,0.010879025239338563,0.015037593984962405,0.4197702310314356,mixed,0.06139832594780892,0.4570970328789091,mixed,46,21,0,2,2.9155787641427326,1.5037593984962405,0.9583333333333334,2.0,-23.0,0.028383381324557796,0.0049362402303578775,0.17391304347826086,-23,-3.9518900343642613
0,expgrad_eo,0.7988482106129164,0.010293357414423804,0.0431314623338257,0.8021390374331551,0.030552883514268714,0.004972919743968518,2298,133,0.02025952609984491,0.005221932114882505,0.015037593984962405,0.2577519379844961,mixed,0.04810438207779422,0.3070624360286597,mixed,26,14,1,3,1.7406440382941688,3.007518796992481,0.896551724137931,1.588235294117647,-10.0,0.01809954751131222,0.027560674619498148,1.0,-10,-1.7182130584192439
0,gridsearch_dp,0.7955573837926779,0.005071425299541299,0.05790251107828659,0.8021390374331551,0.030552883514268714,0.004972919743968518,2298,133,0.025481458214727415,0.01044386422976501,0.015037593984962405,0.40986132511556234,mixed,0.06287543082225511,0.4698512137823029,mixed,39,15,0,2,2.349869451697128,1.5037593984962405,0.9512195121951219,2.2941176470588234,-22.0,0.023035787741670095,0.0,0.0,-22,-3.7800687285223367
0,prejudice_remover,0.7939119703825586,0.025124822500114496,0.0698837466983703,0.8021390374331551,0.030552883514268714,0.004972919743968518,2298,133,0.05567770601438321,0.003046127067014792,0.05263157894736842,0.05470999588646642,levelling up,0.01477104874446089,1.0,levelling down,21,14,10,17,1.5230635335073976,20.30075187969925,0.5526315789473685,1.0,0.0,0.025503907856849032,0.0,0.0,0,0.0
0,adversarial_debiasing,0.7889757301522008,0.007175248827028413,0.10664697193500738,0.8021390374331551,0.030552883514268714,0.004972919743968518,2298,133,0.0233776346872403,0.030896431679721503,-0.007518796992481203,1.321623512946116,levelling down,0.1116198916789759,0.7013674459638289,mixed,100,29,2,1,5.613577023498695,2.255639097744361,0.9900990099009901,3.4,-72.0,0.05429864253393665,0.0,0.0,-72,-12.371134020618557
1,expgrad_dp,0.8037844508432743,0.05900848727563035,0.04892700778016686,0.8050185109008638,0.08243520027222104,0.058018842498038486,2298,133,0.023426712996590687,0.0008703220191470795,0.022556390977443608,0.03715083798882662,levelling up,0.07109798129000489,0.06232686980609389,levelling up,17,15,0,3,1.392515230635335,2.255639097744361,0.85,0.9444444444444444,1.0,0.014397367338543809,0.009872480460715755,0.6857142857142857,1,0.18018018018018017
1,expgrad_eo,0.800082270670506,0.0841758443105152,0.06295406766768685,0.8050185109008638,0.08243520027222104,0.058018842498038486,2298,133,-0.001740644038294159,-0.001740644038294159,0.0,,gap widened,0.005908419497784312,1.0,levelling down,14,18,0,0,1.392515230635335,0.0,1.0,0.7777777777777778,4.0,0.01316330728095434,0.0,0.0,4,0.7207207207207207
1,gridsearch_dp,0.8017276840806252,0.05770300424690972,0.051994091580502166,0.8050185109008638,0.08243520027222104,0.058018842498038486,2298,133,0.02473219602531132,0.0021758050478677127,0.022556390977443608,0.08797459981479037,levelling up,0.0770064007877892,0.13427109974424495,levelling up,31,26,0,3,2.480417754569191,2.255639097744361,0.9117647058823529,1.0689655172413792,-2.0,0.024681201151789386,0.0,0.0,-2,-0.36036036036036034
1,prejudice_remover,0.7972027972027972,0.02533095139938621,0.09167897587395368,0.8050185109008638,0.08243520027222104,0.058018842498038486,2298,133,0.05710424887283483,-0.003046127067014792,0.06015037593984962,-0.05334326476823463,levelling up,-0.06666666666666665,,gap widened,20,27,7,15,2.0452567449956485,16.541353383458645,0.5714285714285714,0.6428571428571429,15.0,0.028383381324557796,0.0,0.0,15,2.7027027027027026
1,adversarial_debiasing,0.7963800904977375,0.08323354077098752,0.05847403316902547,0.8050185109008638,0.08243520027222104,0.058018842498038486,2298,133,-0.0007983404987664811,0.021758050478677127,-0.022556390977443608,,gap widened,-0.014967996061053701,,gap widened,88,38,3,0,5.483028720626632,2.255639097744361,1.0,2.3947368421052633,-53.0,0.05306458247634718,0.0,0.0,-53,-9.54954954954955
