arm,accuracy,dp_diff,eo_diff,disparate_impact,positives,positives_pct_change,share_levelling_down,people_share_levelling_down,lost_per_gained
baseline,0.905,0.0322,0.0699,0.384,368.8,,,,
postprocess_dp,0.9021,0.003,0.1043,0.9683,421.6,14.3085,0.2948,0.3157,0.5098
