seed,method,accuracy,dp_diff,eo_diff,baseline_accuracy,baseline_dp_diff,baseline_eo_diff,n_priv,n_unpriv,dp_closure,dp_from_priv_loss,dp_from_unpriv_gain,dp_share_levelling_down,dp_verdict,tpr_closure,tpr_share_levelling_down,tpr_verdict,priv_lost,priv_gained,unpriv_lost,unpriv_gained,pct_churn_priv,pct_churn_unpriv,people_share_levelling_down,lost_per_gained,net_favourable_change,total_churn,arbitrariness_floor,churn_that_is_noise,positives_delta,positives_pct_change,population,group_ratio,base_rate_gap,leakage_auc,n_total
2,expgrad_dp,0.830765828849414,0.0138869000259599,0.2862430275716909,0.8497088523623498,0.1849838259420032,0.0816311700236312,9158,4409,0.1710969259160433,0.1007861978597947,0.0703107280562485,0.589059080519367,mixed,0.3583880457115119,0.5098924065782022,mixed,941,18,2,312,10.471718715876827,7.121796325697437,0.7509976057462091,2.857575757575757,-613.0,0.093830618412324,0.0121618633448809,0.1296150824823252,-613,-21.52387640449438,Adult,2.077373256209595,0.198901432678815,0.9363926384768276,45222
2,expgrad_eo,0.8368099063905063,0.099245492961423,0.0553714374186637,0.8497088523623498,0.1849838259420032,0.0816311700236312,9158,4409,0.0857383329805802,0.0410569993448351,0.044681333635745,0.478863979710622,mixed,0.1275164555584848,0.5617175578781565,mixed,408,32,28,225,4.804542476523259,5.73826264459061,0.6445497630331753,1.696498054474708,-179.0,0.0510798260485,0.0333898430014004,0.6536796536796536,-179,-6.285112359550562,Adult,2.077373256209595,0.198901432678815,0.9363926384768276,45222
2,gridsearch_dp,0.8387263212206089,0.0476039921320775,0.2256514225218325,0.8497088523623498,0.1849838259420032,0.0816311700236312,9158,4409,0.1373798338099257,0.0811312513649268,0.0562485824449988,0.5905615774523166,mixed,0.2977964406616535,0.4704952470614685,mixed,757,14,1,249,8.418868748635074,5.670220004536176,0.7524850894632207,2.88212927756654,-495.0,0.0752561362128694,0.0,0.0,-495,-17.38061797752809,Adult,2.077373256209595,0.198901432678815,0.9363926384768276,45222
2,prejudice_remover,0.839979361686445,0.0633192563940491,0.2017390794930056,0.8497088523623498,0.1849838259420032,0.0816311700236312,9158,4409,0.121664569547954,0.0622406639004149,0.0594239056475391,0.5115759183768187,mixed,0.2738840976328266,0.3878261932408484,mixed,572,2,1,263,6.267744048918978,5.987752324790202,0.6850299401197605,2.1622641509433964,-308.0,0.061767524139456,0.0,0.0,-308,-10.814606741573034,Adult,2.077373256209595,0.198901432678815,0.9363926384768276,45222
2,adversarial_debiasing,0.8270067074519054,0.0105002468941831,0.2609853667926202,0.8497088523623498,0.1849838259420032,0.0816311700236312,9158,4409,0.1744835790478201,0.0864817645774186,0.0880018144704014,0.4956441462821948,mixed,0.3331303849324412,0.4667411961989938,mixed,856,64,0,388,10.045861541821358,8.800181447040146,0.6881028938906752,1.893805309734513,-404.0,0.0964104076066927,0.0,0.0,-404,-14.185393258426966,Adult,2.077373256209595,0.198901432678815,0.9363926384768276,45222
3,expgrad_dp,0.8273752487653866,0.0247566089949526,0.2641383898868928,0.84381219134665,0.1874034830481101,0.0874636980929875,9158,4409,0.1626468740531574,0.0934701899978161,0.0691766840553413,0.5746817486776138,mixed,0.3509982132171715,0.4768271529139669,mixed,878,22,1,306,9.827473247433938,6.963030165570424,0.7415540540540541,2.679878048780488,-551.0,0.0889658730743716,0.0108351146163484,0.1217895608947804,-551,-19.791666666666668,Adult,2.077373256209595,0.198901432678815,0.9363926384768276,45222
3,expgrad_eo,0.8348197832977077,0.1144924780364727,0.0221059593002461,0.84381219134665,0.1874034830481101,0.0874636980929875,9158,4409,0.0729110050116373,0.0413845817864162,0.0315264232252211,0.567604050716498,mixed,0.0726241437460508,0.8900636685776845,levelling down,407,28,66,205,4.749945402926403,6.146518484917215,0.6650326797385621,2.030042918454936,-240.0,0.0520380334635512,0.0278617232991818,0.5354107648725213,-240,-8.620689655172415,Adult,2.077373256209595,0.198901432678815,0.9363926384768276,45222
3,gridsearch_dp,0.8233950025797891,0.0035678673697029,0.3117015445000984,0.84381219134665,0.1874034830481101,0.0874636980929875,9158,4409,0.1909713504178131,0.1088665647521293,0.0821047856656838,0.570067523290523,mixed,0.398561367830377,0.4891807615987905,mixed,1025,28,1,363,11.498143699497708,8.255840326604671,0.7384726224783862,2.6240409207161126,-635.0,0.1044446082405837,0.0,0.0,-635,-22.808908045977013,Adult,2.077373256209595,0.198901432678815,0.9363926384768276,45222
3,prejudice_remover,0.8357042824500627,0.06861137092224,0.1878193298936717,0.84381219134665,0.1874034830481101,0.0874636980929875,9158,4409,0.1187921121258701,0.057326927276698,0.0614651848491721,0.4825819345307653,mixed,0.2746791532239504,0.3459979890923495,mixed,528,3,2,273,5.798209215986023,6.237242004989794,0.6591760299625468,1.920289855072464,-254.0,0.059408859733176,0.0,0.0,-254,-9.123563218390805,Adult,2.077373256209595,0.198901432678815,0.9363926384768276,45222
3,adversarial_debiasing,0.8261222082995504,0.0292159107339208,0.2426237671407708,0.84381219134665,0.1874034830481101,0.0874636980929875,9158,4409,0.1581875723141892,0.0797117274514086,0.0784758448627806,0.503906383322494,mixed,0.3294835904710494,0.4305490290707274,mixed,788,58,0,346,9.2378248525879,7.847584486278068,0.6948853615520282,1.9504950495049505,-384.0,0.0878602491339279,0.0,0.0,-384,-13.79310344827586,Adult,2.077373256209595,0.198901432678815,0.9363926384768276,45222
4,expgrad_dp,0.8252377091471954,0.0053607911827992,0.30785389388937,0.8510356010908823,0.1740978208176796,0.0697472978571159,9158,4409,0.1687370296348804,0.0943437431753658,0.0743932864595146,0.5591170081606294,mixed,0.377601191746486,0.4978279660453467,mixed,892,28,0,328,10.045861541821358,7.439328645951463,0.7311475409836066,2.50561797752809,-536.0,0.0919879118449178,0.0185744821994545,0.2019230769230769,-536,-19.30835734870317,Adult,2.077373256209595,0.198901432678815,0.9363926384768276,45222
4,expgrad_eo,0.8368099063905063,0.0935348049966885,0.0363675165392486,0.8510356010908823,0.1740978208176796,0.0697472978571159,9158,4409,0.0805630158209911,0.0488097837955885,0.0317532320254025,0.6058584487954447,mixed,0.1061148143963646,0.8495208801608889,levelling down,470,23,68,208,5.383271456649924,6.2599228850079385,0.6932153392330384,2.329004329004329,-307.0,0.0566816540134149,0.030588929018943,0.5396618985695709,-307,-11.059077809798271,Adult,2.077373256209595,0.198901432678815,0.9363926384768276,45222
4,gridsearch_dp,0.8216260042750793,0.0147230562513067,0.3468346326215493,0.8510356010908823,0.1740978208176796,0.0697472978571159,9158,4409,0.1888208770689864,0.1087573706049356,0.0800635064640508,0.5759817044235034,mixed,0.4165819304786653,0.5208606427699678,mixed,1028,32,0,353,11.574579602533303,8.00635064640508,0.7443881245474294,2.67012987012987,-643.0,0.1041497751897987,0.0,0.0,-643,-23.1628242074928,Adult,2.077373256209595,0.198901432678815,0.9363926384768276,45222
4,prejudice_remover,0.8362202402889364,0.0502911984266928,0.2223540340702243,0.8510356010908823,0.1740978208176796,0.0697472978571159,9158,4409,0.1238066223909867,0.062568246341996,0.0612383760489907,0.5053707558906082,mixed,0.2921013319273403,0.4055052968605625,mixed,578,5,1,271,6.366018781393318,6.169199364935359,0.6808009422850412,2.097826086956522,-303.0,0.0630205646052922,0.0,0.0,-303,-10.914985590778098,Adult,2.077373256209595,0.198901432678815,0.9363926384768276,45222
4,adversarial_debiasing,0.8242057934694479,0.0098122172722306,0.271122325579449,0.8510356010908823,0.1740978208176796,0.0697472978571159,9158,4409,0.164285603545449,0.0862633762830312,0.0780222272624178,0.5250817747957252,mixed,0.340869623436565,0.5022710532776822,mixed,863,73,0,344,10.220572177331295,7.802222726241778,0.7149958574979287,2.0695443645083933,-446.0,0.0943465762511977,0.0,0.0,-446,-16.06628242074928,Adult,2.077373256209595,0.198901432678815,0.9363926384768276,45222
0,expgrad_dp,0.7506631299734748,0.0039141698580761,0.0668158567774936,0.7506631299734748,0.0003754599384245,0.0614174029295512,579,552,0.0035387099196516,0.001727115716753,0.0018115942028985,0.488063660477456,mixed,0.0,,gap widened,1,0,0,1,0.1727115716753022,0.181159420289855,0.5,1.0,0.0,0.0017683465959328,0.0,0.0,0,0.0,VT,1.0495103373231773,0.1008099840304702,0.7646710970939401,3767
0,expgrad_eo,0.7595048629531388,0.0522827964256213,0.1009932415793362,0.7506631299734748,0.0003754599384245,0.0614174029295512,579,552,-0.0526582563640459,-0.0345423143350604,-0.0181159420289855,,gap widened,-0.1077516622431389,,gap widened,3,23,15,5,4.490500863557858,3.6231884057971016,0.375,0.6428571428571429,10.0,0.0406719717064544,0.0335985853227232,0.826086956521739,10,2.9069767441860463,VT,1.0495103373231773,0.1008099840304702,0.7646710970939401,3767
0,gridsearch_dp,0.7506631299734748,0.0003754599384245,0.0614174029295512,0.7506631299734748,0.0003754599384245,0.0614174029295512,579,552,0.0,0.0,0.0,,gap widened,0.0,,gap widened,0,0,0,0,0.0,0.0,,,0.0,0.0,0.0,0.0,0,0.0,VT,1.0495103373231773,0.1008099840304702,0.7646710970939401,3767
0,prejudice_remover,0.7497789566755084,0.0396016370053315,0.0815662024242755,0.7506631299734748,0.0003754599384245,0.0614174029295512,579,552,-0.0399770969437561,-0.0345423143350604,-0.0054347826086956,,gap widened,-0.0883246230880783,,gap widened,13,33,31,28,7.944732297063903,10.68840579710145,0.3170731707317073,0.7213114754098361,17.0,0.0928381962864721,0.0,0.0,17,4.941860465116279,VT,1.0495103373231773,0.1008099840304702,0.7646710970939401,3767
0,adversarial_debiasing,0.7276746242263483,0.0360066080949162,0.0978192464497769,0.7506631299734748,0.0003754599384245,0.0614174029295512,579,552,0.0356311481564917,0.0863557858376511,-0.0507246376811594,2.423603793466807,levelling down,0.0910608257859742,1.88671875,levelling down,60,10,42,14,12.089810017271155,10.144927536231885,0.8108108108108109,4.25,-78.0,0.1114058355437665,0.0,0.0,-78,-22.67441860465116,VT,1.0495103373231773,0.1008099840304702,0.7646710970939401,3767
1,expgrad_dp,0.7957559681697612,0.0119677855372831,0.0460648686352011,0.7939876215738285,0.0191296838627318,0.0460648686352011,579,552,0.0071618983254486,0.001727115716753,0.0054347826086956,0.2411533420707769,levelling up,0.0230388267162831,0.1912114014251751,levelling up,1,0,1,4,0.1727115716753022,0.9057971014492754,0.2,0.5,2.0,0.0053050397877984,0.0026525198938992,0.5,2,0.5830903790087464,VT,1.0495103373231773,0.1008099840304702,0.7646710970939401,3767
1,expgrad_eo,0.7922192749778957,0.0476083201922354,0.0326702602128765,0.7939876215738285,0.0191296838627318,0.0460648686352011,579,552,-0.0284786363295036,-0.0103626943005181,-0.0181159420289855,,gap widened,-0.0398664733083427,,gap widened,2,8,11,1,1.7271157167530224,2.1739130434782608,0.6666666666666666,1.4444444444444444,-4.0,0.0194518125552608,0.004420866489832,0.2272727272727272,-4,-1.1661807580174928,VT,1.0495103373231773,0.1008099840304702,0.7646710970939401,3767
1,gridsearch_dp,0.7851458885941645,0.0161729368476383,0.0867102634963197,0.7939876215738285,0.0191296838627318,0.0460648686352011,579,552,0.0353026207103701,0.0189982728842832,0.0163043478260869,0.5381547460781712,mixed,0.0795140504008535,0.6094287680660703,mixed,15,4,11,20,3.281519861830742,5.615942028985507,0.4285714285714285,1.0833333333333333,-2.0,0.04420866489832,0.0,0.0,-2,-0.5830903790087464,VT,1.0495103373231773,0.1008099840304702,0.7646710970939401,3767
1,prejudice_remover,0.7754199823165341,0.0241420740406998,0.0440813182980702,0.7939876215738285,0.0191296838627318,0.0460648686352011,579,552,-0.005012390177968,-0.008635578583765,0.003623188405797,,gap widened,-0.0222453279338933,,gap widened,15,20,24,26,6.044905008635578,9.057971014492754,0.3658536585365853,0.8478260869565217,7.0,0.0751547303271441,0.0,0.0,7,2.0408163265306123,VT,1.0495103373231773,0.1008099840304702,0.7646710970939401,3767
1,adversarial_debiasing,0.7550839964633068,0.0058290155440414,0.0359263414233726,0.7939876215738285,0.0191296838627318,0.0460648686352011,579,552,0.0133006683186903,0.0984455958549223,-0.0851449275362319,7.401552575864504,levelling down,0.0287301283279065,7.05333333333334,levelling down,65,8,54,7,12.607944732297064,11.05072463768116,0.9027777777777778,7.933333333333334,-104.0,0.1184792219274978,0.0,0.0,-104,-30.32069970845481,VT,1.0495103373231773,0.1008099840304702,0.7646710970939401,3767
2,expgrad_dp,0.7595048629531388,0.0099778478636329,0.0694448244725969,0.7524314765694076,0.0111699331681309,0.0361253196930946,579,552,0.0211477810317638,0.0120898100172711,0.0090579710144927,0.5716822015090984,mixed,0.0504829397761786,0.2617886178861783,mixed,10,3,3,8,2.245250431778929,1.9927536231884055,0.5555555555555556,1.181818181818182,-2.0,0.0212201591511936,0.0053050397877984,0.25,-2,-0.6211180124223602,VT,1.0495103373231773,0.1008099840304702,0.7646710970939401,3767
2,expgrad_eo,0.7541998231653404,0.014624164601637,0.0307268658451523,0.7524314765694076,0.0111699331681309,0.0361253196930946,579,552,-0.003454231433506,-0.003454231433506,0.0,,gap widened,0.0018058937806113,-2.4393939393937774,levelling up,0,2,1,1,0.3454231433506045,0.3623188405797101,0.0,0.3333333333333333,2.0,0.0035366931918656,0.0,0.0,2,0.6211180124223602,VT,1.0495103373231773,0.1008099840304702,0.7646710970939401,3767
2,gridsearch_dp,0.7603890362511052,0.0187823834196891,0.1119106903439406,0.7524314765694076,0.0111699331681309,0.0361253196930946,579,552,0.02995231658782,0.0172711571675301,0.0126811594202898,0.5766217486681287,mixed,0.0929488056475223,0.3317633205769797,mixed,16,6,11,18,3.7996545768566494,5.253623188405797,0.4705882352941176,1.125,-3.0,0.0450928381962864,0.0,0.0,-3,-0.9316770186335404,VT,1.0495103373231773,0.1008099840304702,0.7646710970939401,3767
2,prejudice_remover,0.7568523430592397,0.0156754524292258,0.032434317600558,0.7524314765694076,0.0111699331681309,0.0361253196930946,579,552,-0.0045055192610948,-0.0189982728842832,0.0144927536231884,,gap widened,0.0002188962158317,-140.87499999997368,levelling up,14,25,19,27,6.735751295336788,8.333333333333334,0.3414634146341463,0.6346153846153846,19.0,0.0751547303271441,0.0,0.0,19,5.900621118012422,VT,1.0495103373231773,0.1008099840304702,0.7646710970939401,3767
2,adversarial_debiasing,0.7418213969938108,0.0235319516407599,0.1170273893890059,0.7524314765694076,0.0111699331681309,0.0361253196930946,579,552,0.0347018848088908,0.1053540587219343,-0.0706521739130434,3.035975114958076,levelling down,0.0980655046925877,1.8867187499999984,levelling down,68,7,51,12,12.953367875647668,11.41304347826087,0.85,6.2631578947368425,-100.0,0.1220159151193634,0.0,0.0,-100,-31.055900621118013,VT,1.0495103373231773,0.1008099840304702,0.7646710970939401,3767
0,expgrad_dp,0.7987758224942617,0.0226465967972614,0.0579523952493,0.8018362662586075,0.0579423694637874,0.0134966240984213,1354,1260,0.0352957726665259,0.0162481536189069,0.019047619047619,0.460342766042248,mixed,0.0714490193477214,0.4382878921137489,mixed,30,8,9,33,2.806499261447563,3.333333333333333,0.4761904761904761,0.951219512195122,2.0,0.0306044376434583,0.0233358837031369,0.7625,2,0.3215434083601286,NM,1.0745415575136938,0.11582613599320335,0.7793627347541676,8711
0,expgrad_eo,0.8041315990818668,0.054822864645612,0.0055508619546016,0.8018362662586075,0.0579423694637874,0.0134966240984213,1354,1260,0.0031195048181754,0.000738552437223,0.0023809523809523,0.2367531003382184,levelling up,0.0079457621438197,-0.2627416520210872,levelling up,4,3,2,5,0.51698670605613,0.5555555555555556,0.4444444444444444,0.75,2.0,0.0053557765876052,0.0,0.0,2,0.3215434083601286,NM,1.0745415575136938,0.11582613599320335,0.7793627347541676,8711
0,gridsearch_dp,0.8006885998469778,0.0204309394855923,0.0504325482994812,0.8018362662586075,0.0579423694637874,0.0134966240984213,1354,1260,0.037511429978195,0.018463810930576,0.019047619047619,0.4922182636414776,mixed,0.0639291723979026,0.4245303626037566,mixed,31,6,7,31,2.7326440177252587,3.015873015873016,0.5,1.027027027027027,-1.0,0.0286916602907421,0.0,0.0,-1,-0.1607717041800643,NM,1.0745415575136938,0.11582613599320335,0.7793627347541676,8711
0,prejudice_remover,0.8056618209640398,0.0540514876556235,0.0262321866206771,0.8018362662586075,0.0579423694637874,0.0134966240984213,1354,1260,0.0038908818081639,-0.0096011816838995,0.0134920634920634,-2.467610726122344,levelling up,0.0397288107190985,-0.26274165202109,levelling up,23,36,21,38,4.357459379615952,4.682539682539683,0.3770491803278688,0.5945945945945946,30.0,0.045141545524101,0.0,0.0,30,4.823151125401929,NM,1.0745415575136938,0.11582613599320335,0.7793627347541676,8711
0,adversarial_debiasing,0.7980107115531752,0.0415394715247004,0.0286410512424853,0.8018362662586075,0.0579423694637874,0.0134966240984213,1354,1260,0.016402897939087,0.035450516986706,-0.019047619047619,2.161234991423672,levelling down,0.0421376753409067,1.634962717481358,levelling down,65,17,40,16,6.056129985228951,4.444444444444445,0.8024691358024691,3.1818181818181817,-72.0,0.0527926549349655,0.0,0.0,-72,-11.57556270096463,NM,1.0745415575136938,0.11582613599320335,0.7793627347541676,8711
1,expgrad_dp,0.8083397092578424,0.0608637546599141,0.004206332689163,0.8129303749043612,0.0928196290825537,0.03767603912834,1354,1260,0.0319558744226395,0.018463810930576,0.0134920634920635,0.5777908213800947,mixed,0.0371733195550931,0.7300901577761083,mixed,29,4,9,26,2.4372230428360413,2.7777777777777777,0.5272727272727272,1.2666666666666666,-8.0,0.0260137719969395,0.0110941086457536,0.4264705882352941,-8,-1.2066365007541475,NM,1.0745415575136938,0.11582613599320335,0.7793627347541676,8711
1,expgrad_eo,0.8136954858454476,0.0868561112283416,0.0389328380614574,0.8129303749043612,0.0928196290825537,0.03767603912834,1354,1260,0.005963517854212,0.0051698670605612,0.0007936507936507,0.8669156673874581,levelling down,-0.0012567989331173,,gap widened,10,3,6,7,0.9601181683899556,1.031746031746032,0.5882352941176471,1.6,-6.0,0.0099464422341239,0.0,0.0,-6,-0.9049773755656108,NM,1.0745415575136938,0.11582613599320335,0.7793627347541676,8711
1,gridsearch_dp,0.8098699311400153,0.0549002368057021,0.0036913928943065,0.8129303749043612,0.0928196290825537,0.03767603912834,1354,1260,0.0379193922768516,0.0236336779911373,0.0142857142857142,0.6232609905397883,mixed,0.0392610022273269,0.7444424684332207,mixed,37,5,13,31,3.10192023633678,3.492063492063492,0.5441176470588235,1.3888888888888888,-14.0,0.0328997704667176,0.0,0.0,-14,-2.1116138763197587,NM,1.0745415575136938,0.11582613599320335,0.7793627347541676,8711
1,prejudice_remover,0.8064269319051263,0.0795479590162012,0.0293253084394047,0.8129303749043612,0.0928196290825537,0.03767603912834,1354,1260,0.0132716700663524,0.0029542097488921,0.0103174603174603,0.2225951771044948,levelling up,0.0083507306889353,1.0,levelling down,30,26,29,42,4.13589364844904,5.634920634920635,0.4166666666666667,0.8676470588235294,9.0,0.04858454475899,0.0,0.0,9,1.3574660633484164,NM,1.0745415575136938,0.11582613599320335,0.7793627347541676,8711
1,adversarial_debiasing,0.8018362662586075,0.0731096574523458,0.0276283633120261,0.8129303749043612,0.0928196290825537,0.03767603912834,1354,1260,0.0197099716302079,0.0443131462333825,-0.0246031746031746,2.2482602747873672,levelling down,0.0329141676150842,2.7274077216801107,levelling down,78,18,51,20,7.090103397341212,5.634920634920635,0.7959183673469388,3.3947368421052637,-91.0,0.0638867635807192,0.0,0.0,-91,-13.72549019607843,NM,1.0745415575136938,0.11582613599320335,0.7793627347541676,8711
2,expgrad_dp,0.7953328232593726,0.0370096832430658,0.0274470922560238,0.7987758224942617,0.071511805115941,0.0297931169311763,1354,1260,0.0345021218728752,0.0162481536189069,0.0182539682539682,0.4709320104651563,mixed,0.0572402091872001,0.4741400341546721,mixed,29,7,8,31,2.658788774002954,3.095238095238096,0.4833333333333333,0.9736842105263158,1.0,0.0286916602907421,0.0179801071155317,0.6266666666666667,1,0.1587301587301587,NM,1.0745415575136938,0.11582613599320335,0.7793627347541676,8711
2,expgrad_eo,0.7991583779648049,0.0708283510351457,0.0277054342589424,0.7987758224942617,0.071511805115941,0.0297931169311763,1354,1260,0.0006834540807952,0.001477104874446,-0.0007936507936507,2.161234991423675,levelling down,0.0020876826722339,1.0,levelling down,4,2,4,3,0.4431314623338257,0.5555555555555556,0.5714285714285714,1.6,-3.0,0.0049732211170619,0.0,0.0,-3,-0.4761904761904761,NM,1.0745415575136938,0.11582613599320335,0.7793627347541676,8711
2,gridsearch_dp,0.8026013771996939,0.041143232280603,0.0299606901222586,0.7987758224942617,0.071511805115941,0.0297931169311763,1354,1260,0.030368572835338,0.018463810930576,0.0119047619047619,0.6079907353792703,mixed,0.059753807053435,0.3843187660668379,mixed,31,6,10,25,2.7326440177252587,2.7777777777777777,0.5535714285714286,1.3225806451612905,-10.0,0.0275439938791124,0.0,0.0,-10,-1.5873015873015872,NM,1.0745415575136938,0.11582613599320335,0.7793627347541676,8711
2,prejudice_remover,0.7972456006120887,0.0451337600525192,0.0216099594333233,0.7987758224942617,0.071511805115941,0.0297931169311763,1354,1260,0.0263780450634217,0.0081240768094534,0.0182539682539682,0.3079863117194796,mixed,0.0514030763644997,0.2842977451779402,mixed,39,28,26,49,4.948301329394387,5.9523809523809526,0.4431818181818182,0.8441558441558441,12.0,0.0543228768171384,0.0,0.0,12,1.9047619047619049,NM,1.0745415575136938,0.11582613599320335,0.7793627347541676,8711
2,adversarial_debiasing,0.7972456006120887,0.0395113830859768,0.0336682469749547,0.7987758224942617,0.071511805115941,0.0297931169311763,1354,1260,0.0320004220299641,0.0391432791728212,-0.0071428571428571,1.2232113419057038,levelling down,0.0634613639061311,1.052701067224117,levelling down,68,15,37,28,6.129985228951256,5.158730158730159,0.7083333333333334,2.441860465116279,-62.0,0.0566182096403978,0.0,0.0,-62,-9.841269841269842,NM,1.0745415575136938,0.11582613599320335,0.7793627347541676,8711
0,expgrad_dp,0.7927723022491787,0.0123477449544678,0.1047257945658117,0.804902704068739,0.0940018742226932,0.0224466129040863,1996,1961,0.0816541292682253,0.0536072144288577,0.0280469148393676,0.656515658292841,mixed,0.1166274435226344,0.7335665998573224,mixed,133,26,39,94,7.965931863727455,6.782253952065273,0.5859030837004405,1.4333333333333331,-52.0,0.0737932777356583,0.0207227697750821,0.2808219178082191,-52,-6.540880503144654,MS,1.0182096403978578,0.1769685968757625,0.8315815721192513,13189
