seed,method,accuracy,dp_diff,eo_diff,baseline_accuracy,baseline_dp_diff,baseline_eo_diff,n_priv,n_unpriv,dp_closure,dp_from_priv_loss,dp_from_unpriv_gain,dp_share_levelling_down,dp_verdict,tpr_closure,tpr_share_levelling_down,tpr_verdict,priv_lost,priv_gained,unpriv_lost,unpriv_gained,pct_churn_priv,pct_churn_unpriv,people_share_levelling_down,lost_per_gained,net_favourable_change,total_churn,arbitrariness_floor,churn_that_is_noise,positives_delta,positives_pct_change
0,expgrad_dp,0.7683465959328029,0.003334473324213383,0.059282970550576186,0.78868258178603,0.1053137824897401,0.06052069995731968,1088,43,0.10864825581395349,0.015625,0.09302325581395349,0.14381270903010035,levelling up,0.04761904761904767,1.0,levelling down,38,21,0,4,5.422794117647059,9.30232558139535,0.9047619047619048,1.52,-13.0,0.05570291777188329,0.05481874447391689,0.9841269841269841,-13,-4.0
0,expgrad_eo,0.7798408488063661,0.025436046511627897,0.03320529236022195,0.78868258178603,0.1053137824897401,0.06052069995731968,1088,43,0.07987773597811221,0.010110294117647078,0.06976744186046513,0.12657211667112678,levelling up,0.023809523809523836,1.0,levelling down,26,15,0,3,3.7683823529411766,6.976744186046512,0.896551724137931,1.4444444444444444,-8.0,0.038903625110521665,0.046861184792219276,1.0,-8,-2.4615384615384617
0,gridsearch_dp,0.770999115826702,0.12696648426812585,0.2417989417989418,0.78868258178603,0.1053137824897401,0.06052069995731968,1088,43,0.23228026675786595,0.022977941176470618,0.20930232558139533,0.0989233459096348,levelling up,0.252910052910053,0.20920502092050203,levelling up,52,27,0,9,7.261029411764706,20.930232558139537,0.8524590163934426,1.4444444444444444,-16.0,0.07780725022104333,0.0,0.0,-16,-4.923076923076923
0,prejudice_remover,0.7851458885941645,0.17191774965800272,0.2835978835978836,0.78868258178603,0.1053137824897401,0.06052069995731968,1088,43,0.2772315321477428,-0.0018382352941176405,0.27906976744186046,-0.0066306861989205625,levelling up,0.2947089947089948,-0.017953321364452227,levelling up,11,13,0,12,2.2058823529411766,27.906976744186046,0.4782608695652174,0.44,14.0,0.03183023872679045,0.0,0.0,14,4.3076923076923075
0,adversarial_debiasing,0.7497789566755084,0.06147400820793433,0.042328042328042326,0.78868258178603,0.1053137824897401,0.06052069995731968,1088,43,0.04383977428180577,0.06709558823529413,-0.023255813953488358,1.5304729400292534,levelling down,0.05343915343915351,2.8712871287128685,levelling down,95,22,1,0,10.753676470588236,2.3255813953488373,1.0,4.363636363636363,-74.0,0.10433244916003537,0.0,0.0,-74,-22.76923076923077
1,expgrad_dp,0.7833775419982316,0.04593450752393982,0.1153439153439153,0.7948717948717948,0.14906805745554033,0.11549295774647887,1088,43,0.10313354993160051,0.010110294117647023,0.09302325581395349,0.09803108808290124,levelling up,0.12910052910052905,0.22540983606557363,levelling up,26,15,0,4,3.7683823529411766,9.30232558139535,0.8666666666666667,1.368421052631579,-7.0,0.03978779840848806,0.0671971706454465,1.0,-7,-2.1875
1,expgrad_eo,0.7895667550839964,0.11386371409028728,0.07955612462654717,0.7948717948717948,0.14906805745554033,0.11549295774647887,1088,43,0.03520434336525305,0.011948529411764663,0.023255813953488386,0.33940497874924014,mixed,0.023809523809523725,1.0,levelling down,24,11,0,1,3.2169117647058822,2.3255813953488373,0.96,2.0,-12.0,0.03183023872679045,0.03359858532272325,1.0,-12,-3.75
1,gridsearch_dp,0.7771883289124668,0.07102855677154582,0.12328042328042321,0.7948717948717948,0.14906805745554033,0.11549295774647887,1088,43,0.07803950068399451,0.008272058823529382,0.06976744186046513,0.10599835661462577,levelling up,0.13703703703703696,0.27027027027027,mixed,28,19,0,3,4.319852941176471,6.976744186046512,0.9032258064516129,1.2727272727272727,-6.0,0.04420866489832007,0.0,0.0,-6,-1.875
1,prejudice_remover,0.7966401414677277,0.009533173734610101,0.18095238095238098,0.7948717948717948,0.14906805745554033,0.11549295774647887,1088,43,0.13953488372093023,0.0,0.13953488372093023,0.0,levelling up,0.19470899470899472,-0.02717391304347854,levelling up,9,9,1,7,1.6544117647058822,18.6046511627907,0.5625,0.625,6.0,0.022988505747126436,0.0,0.0,6,1.875
1,adversarial_debiasing,0.76657824933687,0.10127393980848154,0.10140845070422536,0.7948717948717948,0.14906805745554033,0.11549295774647887,1088,43,0.04779411764705879,0.04779411764705879,0.0,1.0,levelling down,0.11111111111111105,1.0,levelling down,81,29,0,0,10.110294117647058,0.0,1.0,2.793103448275862,-52.0,0.09725906277630415,0.0,0.0,-52,-16.25
