arm,accuracy,dp_diff,eo_diff,disparate_impact,positives,positives_pct_change,share_levelling_down,people_share_levelling_down,lost_per_gained
baseline,0.6793,0.0025,0.0056,0.5843,7.8,,,,
expgrad_dp,0.6793,0.0025,0.0056,0.5843,7.8,0.0,,,
expgrad_dp_floor,0.6793,0.0025,0.0056,0.5843,7.8,0.0,,,
