arm,accuracy,dp_diff,eo_diff,disparate_impact,positives,positives_pct_change,share_levelling_down,people_share_levelling_down,lost_per_gained
baseline,0.7585,0.2094,0.1835,0.5292,1642.6,,,,
expgrad_dp,0.7328,0.0339,0.0659,0.9124,1606.8,-2.1828,0.32,0.5935,1.1761
expgrad_dp_floor,0.7329,0.0357,0.0649,0.9098,1687.4,2.6689,0.218,0.5299,0.9231
