arm,accuracy,dp_diff,eo_diff,disparate_impact,positives,positives_pct_change,share_levelling_down,people_share_levelling_down,lost_per_gained
baseline,0.734,0.0761,0.0281,0.8815,18686.4,,,,
expgrad_dp,0.7308,0.0194,0.0427,0.9682,18557.4,-0.6901,0.567,0.5379,1.2135
expgrad_dp_floor,0.7231,0.0196,0.0409,0.9682,18715.0,0.1534,0.4766,0.4825,0.9608
