strength,seed,leakage_auc,synth_baseline,synth_mitigated,excess,baseline_accuracy,mitigated_accuracy,mitigated_dp
0.5,0,0.7979208479827671,0.017408827285664175,0.01295562861352161,-0.004453198672142564,0.7510869565217392,0.7391304347826086,0.06552982316294914
1.0,0,0.940804425908265,0.0899876126229283,0.02613357550615922,-0.06385403711676908,0.7706521739130435,0.7423913043478261,0.08365953529861125
