seed,method,accuracy,dp_diff,eo_diff,baseline_accuracy,baseline_dp_diff,baseline_eo_diff,n_priv,n_unpriv,dp_closure,dp_from_priv_loss,dp_from_unpriv_gain,dp_share_levelling_down,dp_verdict,tpr_closure,tpr_share_levelling_down,tpr_verdict,priv_lost,priv_gained,unpriv_lost,unpriv_gained,pct_churn_priv,pct_churn_unpriv,people_share_levelling_down,lost_per_gained,net_favourable_change,total_churn,arbitrariness_floor,churn_that_is_noise,positives_delta,positives_pct_change
0,expgrad_dp,0.7352281226626777,0.05714767590906028,0.03116322122801607,0.7591623036649214,0.16380624704850572,0.16306695464362853,1215,122,0.10665857113944543,0.024691358024691357,0.08196721311475408,0.23149905123339662,levelling up,0.13190373341561246,0.4584795321637429,mixed,72,42,1,11,9.382716049382717,9.836065573770492,0.8674698795180723,1.3773584905660377,-20.0,0.09424083769633508,0.04338070306656694,0.4603174603174603,-20,-4.2283298097251585
0,expgrad_eo,0.7442034405385191,0.08664238008500302,0.07335698858377049,0.7591623036649214,0.16380624704850572,0.16306695464362853,1215,122,0.07716386696350269,0.027983539094650234,0.04918032786885246,0.3626508130792099,mixed,0.08970996605985804,0.6018916595012898,mixed,52,18,1,7,5.761316872427984,6.557377049180328,0.8813559322033898,2.12,-28.0,0.05833956619296934,0.04338070306656694,0.7435897435897435,-28,-5.919661733615222
0,gridsearch_dp,0.7382198952879581,0.0538554948391014,0.03116322122801607,0.7591623036649214,0.16380624704850572,0.16306695464362853,1215,122,0.10995075220940431,0.027983539094650234,0.08196721311475408,0.2545097557982577,mixed,0.13190373341561246,0.4584795321637429,mixed,75,41,0,10,9.547325102880658,8.19672131147541,0.8823529411764706,1.4705882352941178,-24.0,0.09424083769633508,0.0,0.0,-24,-5.07399577167019
0,prejudice_remover,0.7479431563201197,0.03018957026243002,0.05452127659574468,0.7591623036649214,0.16380624704850572,0.16306695464362853,1215,122,0.1336166767860757,0.002469135802469158,0.13114754098360654,0.018479248712511526,levelling up,0.15365627892625744,0.07028112449799233,levelling up,15,12,6,22,2.2222222222222223,22.950819672131146,0.40540540540540543,0.6176470588235294,13.0,0.04113687359760658,0.0,0.0,13,2.748414376321353
0,adversarial_debiasing,0.75018698578908,0.13325237806112125,0.18813637766121566,0.7591623036649214,0.16380624704850572,0.16306695464362853,1215,122,0.030553868987384464,0.05514403292181069,-0.02459016393442623,1.8048134245970415,levelling down,-0.025069423017587134,,gap widened,83,16,5,2,8.148148148148149,5.737704918032787,0.9764705882352941,4.888888888888889,-70.0,0.07928197456993269,0.0,0.0,-70,-14.799154334038056
1,expgrad_dp,0.7404637247569185,0.14731161033528978,0.09042553191489361,0.7651458489154824,0.2268771503744181,0.1858222770749769,1215,122,0.07956554003912833,0.013991769547325061,0.06557377049180327,0.17585212820077964,levelling up,0.12110459734649803,0.41019108280254823,mixed,52,35,0,8,7.160493827160494,6.557377049180328,0.8666666666666667,1.2093023255813953,-9.0,0.07105459985041136,0.01944652206432311,0.2736842105263158,-9,-1.9955654101995566
1,expgrad_eo,0.7569184741959611,0.20636848141401876,0.17070348657821655,0.7651458489154824,0.2268771503744181,0.1858222770749769,1215,122,0.02050866896039935,0.004115226337448541,0.01639344262295081,0.20065789473684148,levelling up,0.015118790496760348,1.0,levelling down,22,17,1,3,3.2098765432098766,3.278688524590164,0.88,1.15,-3.0,0.03216155572176515,0.02468212415856395,0.7674418604651162,-3,-0.6651884700665188
1,gridsearch_dp,0.7456993268511594,0.13253052688389666,0.08111702127659576,0.7651458489154824,0.2268771503744181,0.1858222770749769,1215,122,0.09434662349052145,0.02057613168724276,0.07377049180327869,0.21809081158383953,levelling up,0.15897871027460664,0.3260553129548767,mixed,58,33,0,9,7.489711934156379,7.377049180327869,0.8656716417910447,1.380952380952381,-16.0,0.07479431563201197,0.0,0.0,-16,-3.5476718403547673
1,prejudice_remover,0.7509349289454001,0.10063414963232814,0.17718296821968527,0.7651458489154824,0.2268771503744181,0.1858222770749769,1215,122,0.12624300074208997,0.0032921810699588216,0.12295081967213115,0.026078127504942886,levelling up,0.008639308855291628,1.0,levelling down,19,15,5,20,2.7983539094650207,20.491803278688526,0.48717948717948717,0.6857142857142857,11.0,0.044128646222887064,0.0,0.0,11,2.4390243902439024
1,adversarial_debiasing,0.7479431563201197,0.17337920798758685,0.1286639925948781,0.7651458489154824,0.2268771503744181,0.1858222770749769,1215,122,0.053497942386831254,0.053497942386831254,0.0,1.0,levelling down,0.0571582844800988,1.6248313090418354,levelling down,95,30,2,2,10.2880658436214,3.278688524590164,0.979381443298969,3.03125,-65.0,0.09648466716529544,0.0,0.0,-65,-14.412416851441241
2,expgrad_dp,0.7172774869109948,0.09236996559400934,0.18165689601974705,0.7404637247569185,0.18345813937799363,0.2778463437210737,1215,122,0.09108817378398429,0.02551440329218102,0.06557377049180327,0.2801066508665379,mixed,0.09618944770132665,0.6287089013632716,mixed,65,34,1,9,8.148148148148149,8.19672131147541,0.8783783783783784,1.5348837209302326,-23.0,0.08152580403889305,0.11443530291697832,1.0,-23,-4.956896551724138
2,expgrad_eo,0.7344801795063575,0.14566551980031034,0.1675408824436902,0.7404637247569185,0.18345813937799363,0.2778463437210737,1215,122,0.03779261957768329,0.02139917695473248,0.01639344262295081,0.5662263477329523,mixed,0.1103054612773835,0.3524475524475526,mixed,48,22,1,3,5.761316872427984,3.278688524590164,0.9411764705882353,1.96,-24.0,0.055347793567688854,0.06656694091249066,1.0,-24,-5.172413793103448
2,gridsearch_dp,0.737471952131638,0.10142346353639614,0.10907127429805619,0.7404637247569185,0.18345813937799363,0.2778463437210737,1215,122,0.08203467584159749,0.01646090534979422,0.06557377049180327,0.20065789473684195,levelling up,0.1687750694230175,0.15356489945155358,levelling up,57,37,0,8,7.7366255144032925,6.557377049180328,0.8769230769230769,1.2666666666666666,-12.0,0.0762902019446522,0.0,0.0,-12,-2.586206896551724
2,prejudice_remover,0.7367240089753179,0.07769007623288138,0.16206417772292503,0.7404637247569185,0.18345813937799363,0.2778463437210737,1215,122,0.10576806314511225,0.007407407407407363,0.09836065573770489,0.07003444316877115,levelling up,0.11578216599814867,0.07461692205196487,levelling up,16,7,8,20,1.8930041152263375,22.950819672131146,0.4444444444444444,0.8888888888888888,3.0,0.0381451009723261,0.0,0.0,3,0.646551724137931
2,adversarial_debiasing,0.7456993268511594,0.1668285772110909,0.2801604443073126,0.7404637247569185,0.18345813937799363,0.2778463437210737,1215,122,0.016629562166902728,0.057613168724279795,-0.04098360655737707,3.4645030425963586,levelling down,-0.0023141005862388764,,gap widened,97,27,5,0,10.205761316872428,4.098360655737705,1.0,3.7777777777777777,-75.0,0.09648466716529544,0.0,0.0,-75,-16.163793103448278
