arm,accuracy,dp_diff,eo_diff,disparate_impact,positives,positives_pct_change,share_levelling_down,people_share_levelling_down,lost_per_gained
baseline,0.7811,0.2148,0.1294,0.7398,4931.8,,,,
expgrad_dp,0.7501,0.0139,0.1156,0.9829,5044.0,2.2756,0.1572,0.5135,0.7377
expgrad_dp_floor,0.7506,0.0159,0.1144,0.98,5049.6,2.3887,0.1512,0.5079,0.7238
