arm,accuracy,dp_diff,eo_diff,disparate_impact,positives,positives_pct_change,share_levelling_down,people_share_levelling_down,lost_per_gained
baseline,0.7218,0.098,0.0208,0.8321,8371.2,,,,
expgrad_dp,0.7175,0.0294,0.0578,0.9463,8317.4,-0.6429,0.537,0.5154,1.13
expgrad_dp_floor,0.7102,0.0293,0.0564,0.9468,8373.6,0.0276,0.4854,0.4768,0.9976
