arm,accuracy,dp_diff,eo_diff,disparate_impact,positives,positives_pct_change,share_levelling_down,people_share_levelling_down,lost_per_gained
baseline,0.7993,0.311,0.1413,0.4866,5109.4,,,,
expgrad_dp,0.7419,0.0304,0.1365,0.9476,5136.2,0.5219,0.0872,0.7397,0.9632
expgrad_dp_floor,0.7424,0.0352,0.1319,0.9396,5146.2,0.7191,0.0827,0.74,0.9488
