seed,arm,floor_target,n_test,accuracy,dp_diff,eo_diff,disparate_impact,positives,dp_closure,share_levelling_down,people_share_levelling_down,lost_per_gained,priv_lost,unpriv_gained,positives_pct_change
0,baseline,0.22297367599625428,12358,0.7657387926849004,0.07367914080087967,0.05389892711312427,0.7421789094281813,2791,,,,,,,
0,expgrad_dp,0.22297367599625428,12358,0.7529535523547499,7.230398458801801e-05,0.12670084272149745,1.0003495450491824,2557,0.07375144478546769,1.070142353084317,0.449438202247191,1.8897338403041826,200.0,245.0,-8.384091723396631
0,expgrad_dp_floor,0.22297367599625428,12358,0.7546528564492636,0.00871090451076778,0.11830438060482484,0.9636756857109756,2876,0.06496823629011189,0.7075310201214113,0.2735674676524954,0.8045977011494253,148.0,393.0,3.045503403797922
1,baseline,0.22356327818818714,12358,0.7600744457031883,0.058108417322723205,0.05211242623585327,0.7814061821432304,2701,,,,,,,
1,expgrad_dp,0.22356327818818714,12358,0.750687813562065,0.002179473330183479,0.11064754025285062,1.0109975175041643,2471,0.060287890652906684,1.1221094150277502,0.42018779342723006,1.8518518518518519,179.0,247.0,-8.515364679748242
1,expgrad_dp_floor,0.22356327818818714,12358,0.7504450558342773,0.0011689431780413928,0.11208329489226093,1.0053696871883735,2702,0.0592773605007646,0.8120351313349499,0.2937853107344633,0.9976190476190476,156.0,375.0,0.037023324694557574
2,baseline,0.22547081469149932,12358,0.7616928305551061,0.08657116558509798,0.05575899293083782,0.7015947565930704,2715,,,,,,,
2,expgrad_dp,0.22547081469149932,12358,0.7508496520472568,0.014092633311118707,0.08166499079122752,0.9339479422450412,2495,0.07247853227397927,1.0590210029963465,0.4513888888888889,1.8627450980392157,195.0,237.0,-8.103130755064457
2,expgrad_dp_floor,0.22547081469149932,12358,0.7522252791713869,0.011664668959916663,0.09039507482108206,0.950279618074736,2782,0.07490649662518131,0.741022135244188,0.2834507042253521,0.8477272727272728,161.0,407.0,2.467771639042357
3,baseline,0.22481184753580966,12358,0.7607217996439554,0.07791349682431925,0.04652285121924664,0.7256969104169768,2727,,,,,,,
3,expgrad_dp,0.22481184753580966,12358,0.7486648324971679,0.013896342660834948,0.08854897144115659,0.9366700273203846,2572,0.0640171541634843,1.0093240030406117,0.3900226757369615,1.5308219178082192,172.0,269.0,-5.683901723505684
3,expgrad_dp_floor,0.22481184753580966,12358,0.7512542482602362,0.012945260534207359,0.09333337060952474,0.9456251898144222,2812,0.06496823629011189,0.7075310201214109,0.28435114503816794,0.7966507177033493,149.0,375.0,3.116978364503117
4,baseline,0.21933201539902195,12358,0.765334196471921,0.08430610090323035,0.04825955870323258,0.7132597807037623,2786,,,,,,,
4,expgrad_dp,0.21933201539902195,12358,0.7552192911474349,0.009786836119136277,0.08140343618145185,0.9543148905045987,2549,0.07451926478409407,1.0707546241352364,0.44719101123595506,1.9080459770114941,199.0,246.0,-8.506819813352477
4,expgrad_dp_floor,0.21933201539902195,12358,0.7574850299401198,0.013052422287021637,0.07768047656368182,0.9454730329821162,2827,0.07125367861620871,0.7668385751495169,0.29390018484288355,0.9012048192771084,159.0,382.0,1.4716439339554916
