arm,accuracy,dp_diff,eo_diff,disparate_impact,positives,positives_pct_change,share_levelling_down,people_share_levelling_down,lost_per_gained
baseline,0.9226,0.0329,0.0489,0.2722,196.8,,,,
expgrad_dp,0.9227,0.0306,0.0404,0.2847,187.0,-5.0679,1.2832,0.8464,5.6667
expgrad_dp_floor,0.9226,0.0329,0.0489,0.2722,196.8,0.0,,,
