arm,accuracy,dp_diff,eo_diff,disparate_impact,positives,positives_pct_change,share_levelling_down,people_share_levelling_down,lost_per_gained
baseline,0.5942,0.1833,0.1325,0.5341,15601.0,,,,
expgrad_dp,0.5875,0.0088,0.1186,0.9752,15688.8,0.5617,0.2275,0.648,0.9724
expgrad_dp_floor,0.7251,0.0,0.0,1.0,44620.0,186.031,-3.3098,0.0,0.0
