seed,first_before,first_after,first_pct,second_before,second_after,pair_before,pair_after,pair_pct
0,0.0779904924727689,0.1656490048790916,112.39640836596779,0.3011695106438888,0.2329300441719977,0.3791600031166577,0.3985790490510893,5.121596628022207
1,0.0651812305379197,0.1943052421571001,198.09999067762533,0.3254030960648653,0.2495653157724162,0.39058432660278497,0.4438705579295163,13.642695750288558
2,0.0900143601201989,0.1895960017152451,110.62861688076416,0.281295337765424,0.2236547765310935,0.37130969788562285,0.4132507782463386,11.295444368823127
3,0.0745365376200065,0.1855747752134151,148.97155293084688,0.298244219963432,0.2195068204703311,0.3727807575834385,0.4050815956837462,8.664835145917603
4,0.0687028344777644,0.2093131084466783,204.66444366923793,0.3156791919757354,0.2493620567555752,0.38438202645349984,0.4586751652022535,19.3279429410941
