arm,accuracy,dp_diff,eo_diff,disparate_impact,positives,positives_pct_change,share_levelling_down,people_share_levelling_down,lost_per_gained
baseline,0.7041,0.036,0.0271,0.5311,1058.8,,,,
expgrad_dp,0.6895,0.0131,0.0177,0.7839,873.4,-17.4323,0.7977,0.8153,6.1706
expgrad_dp_floor,0.688,0.0157,0.0133,0.7846,1063.2,0.4411,0.2361,0.7235,0.9837
