arm,accuracy,dp_diff,eo_diff,disparate_impact,positives,positives_pct_change,share_levelling_down,people_share_levelling_down,lost_per_gained
baseline,0.7913,0.1046,0.0714,0.6916,8548.2,,,,
expgrad_dp,0.7803,0.018,0.055,0.9398,8575.6,0.3214,0.4752,0.4789,0.9786
expgrad_dp_floor,0.7809,0.0185,0.0551,0.9386,8637.8,1.0537,0.4497,0.4681,0.9324
