arm,accuracy,dp_diff,eo_diff,disparate_impact,positives,positives_pct_change,share_levelling_down,people_share_levelling_down,lost_per_gained
baseline,0.6742,0.2481,0.2768,0.6609,922.8,,,,
postprocess_dp,0.6659,0.0182,0.0864,1.0122,866.0,-6.1418,0.7419,0.6568,1.993
