arm,accuracy,dp_diff,eo_diff,disparate_impact,positives,positives_pct_change,share_levelling_down,people_share_levelling_down,lost_per_gained
baseline,0.905,0.0322,0.0699,0.384,368.8,,,,
expgrad_dp,0.9036,0.0213,0.0356,0.4476,282.6,-23.3428,1.2863,0.9143,8.516
expgrad_dp_floor,0.9025,0.0213,0.03,0.5493,368.2,-0.137,0.4678,0.5776,1.0179
