seed,arm,floor_target,n_test,accuracy,dp_diff,eo_diff,disparate_impact,positives,dp_closure,share_levelling_down,people_share_levelling_down,lost_per_gained,priv_lost,unpriv_gained,positives_pct_change
0,baseline,0.7330493176402628,5936,0.8450134770889488,0.100192926103432,0.033629657855930195,0.8714304572616522,4333,,,,,,,
0,expgrad_dp,0.7330493176402628,5936,0.8305256064690026,0.02256943596791594,0.09359072161491516,0.9696962074102804,4355,0.07762349013551606,0.4446732881822041,0.46557377049180326,0.8905472636815921,142.0,163.0,0.5077313639510732
0,expgrad_dp_floor,0.7330493176402628,5936,0.8322102425876011,0.024581244984812733,0.0776607873382067,0.9670536961124374,4357,0.07561168111861927,0.438946887877077,0.4586206896551724,0.8736842105263158,133.0,157.0,0.553888760673898
1,baseline,0.7283558379666402,5936,0.8434973045822103,0.1009229136962545,0.03549917007578296,0.8720737320291061,4388,,,,,,,
1,expgrad_dp,0.7283558379666402,5936,0.8347371967654986,0.041487457872993905,0.057769851116625304,0.9456750497299736,4412,0.0594354558232606,0.4243936360440773,0.458955223880597,0.875,123.0,145.0,0.5469462169553327
1,expgrad_dp_floor,0.7283558379666402,5936,0.8340633423180593,0.03598297217928603,0.06495624035946618,0.952944142718668,4434,0.06493994151696847,0.37308847648122306,0.424812030075188,0.7616580310880829,113.0,153.0,1.048313582497721
2,baseline,0.7326882807422919,5936,0.8446765498652291,0.1054214948815142,0.04650300114009792,0.8660898127833042,4365,,,,,,,
2,expgrad_dp,0.7326882807422919,5936,0.8370956873315364,0.04178381307866619,0.04089996479109381,0.9445886316874906,4354,0.06363768180284801,0.5215386729044337,0.49812734082397003,1.0658682634730539,133.0,134.0,-0.2520045819014891
2,expgrad_dp_floor,0.7326882807422919,5936,0.8349056603773585,0.04281015587716086,0.04111163738179868,0.9432275529674798,4351,0.06261133900435334,0.53008788251381,0.5036764705882353,1.0813953488372092,137.0,135.0,-0.3207331042382589
3,baseline,0.7304498519748718,5936,0.8387803234501348,0.09607199909980679,0.05136099188518545,0.878529192913253,4414,,,,,,,
3,expgrad_dp,0.7304498519748718,5936,0.8328840970350404,0.021588852229913913,0.07216777882100461,0.9713826609024502,4415,0.07448314686989288,0.49015736928196746,0.5197368421052632,0.9948453608247423,158.0,146.0,0.022655188038060717
3,expgrad_dp_floor,0.7304498519748718,5936,0.8285040431266847,0.016645965328257684,0.084018300248139,0.9780794171616957,4459,0.07942603377154911,0.3969735741703064,0.4485981308411215,0.8008849557522124,144.0,177.0,1.0194834617127322
4,baseline,0.7318939995667557,5936,0.8438342318059299,0.11450529289261868,0.057531981423110445,0.8554652503202932,4368,,,,,,,
4,expgrad_dp,0.7318939995667557,5936,0.8335579514824798,0.04117600104189867,0.050346640064382,0.9460124929768318,4407,0.07332929185072001,0.40282218791566005,0.4387755102040816,0.8097560975609757,129.0,165.0,0.8928571428571429
4,expgrad_dp_floor,0.7318939995667557,5936,0.8332210242587601,0.043351316379166116,0.04021464858158408,0.9428619788930763,4377,0.07115397651345257,0.471110806139922,0.4826388888888889,0.9518716577540107,139.0,149.0,0.20604395604395603
