arm,accuracy,dp_diff,eo_diff,disparate_impact,positives,positives_pct_change,share_levelling_down,people_share_levelling_down,lost_per_gained
baseline,0.7233,0.0167,0.0476,0.9764,9675.2,,,,
expgrad_dp,0.7234,0.0129,0.0511,0.9834,9672.8,-0.0248,0.4169,0.6176,1.2929
expgrad_dp_floor,0.7231,0.0106,0.0544,0.9914,9755.8,0.8351,-0.0331,0.4013,0.4477
