seed,arm,floor_target,accuracy,dp_diff,eo_diff,disparate_impact,positives,dp_closure,share_levelling_down,people_share_levelling_down,lost_per_gained,priv_lost,unpriv_gained,positives_pct_change
0,baseline,0.045167177214364855,0.8996350364963503,0.002420889390195094,0.11278195488721804,0.9498063042857725,315,,,,,,,
0,expgrad_dp,0.045167177214364855,0.8999391727493917,0.002420889390195094,0.11127819548872181,0.9498063042857725,315,0.0,,1.0,1.0,3.0,0.0,0.0
0,expgrad_dp_floor,0.045167177214364855,0.8996350364963503,0.002420889390195094,0.11278195488721804,0.9498063042857725,315,0.0,,,,0.0,0.0,0.0
1,baseline,0.0456885876295379,0.8978102189781022,0.0034919888799182577,0.06240601503759399,0.9180248395586131,277,,,,,,,
1,expgrad_dp,0.0456885876295379,0.8975060827250608,0.003139938184618135,0.06541353383458648,0.9256750465549349,275,0.0003520506953001226,1.0,1.0,3.0,3.0,0.0,-0.7220216606498195
1,expgrad_dp_floor,0.0456885876295379,0.8978102189781022,0.0034919888799182577,0.06240601503759399,0.9180248395586131,277,0.0,,,,0.0,0.0,0.0
2,baseline,0.04523235351626149,0.8994829683698297,0.000492084267955821,0.0650375939849624,0.9885429068596023,282,,,,,,,
2,expgrad_dp,0.04523235351626149,0.9003953771289538,2.5174574859454513e-05,0.05338345864661656,0.999391418043504,272,0.0004669096930963665,3.3930075821398358,1.0,4.333333333333333,12.0,0.0,-3.5460992907801416
2,expgrad_dp_floor,0.04523235351626149,0.8994829683698297,0.000492084267955821,0.0650375939849624,0.9885429068596023,282,0.0,,,,0.0,0.0,0.0
3,baseline,0.045167177214364855,0.9011557177615572,0.006732428687608108,0.12969924812030076,1.1722834566409985,263,,,,,,,
3,expgrad_dp,0.045167177214364855,0.9010036496350365,0.006908454035258173,0.131203007518797,1.1775879066710484,262,0.00017602534765006478,1.0,1.0,1.5,3.0,0.0,-0.38022813688212925
3,expgrad_dp_floor,0.045167177214364855,0.9011557177615572,0.006732428687608108,0.12969924812030076,1.1722834566409985,263,0.0,,,,0.0,0.0,0.0
4,baseline,0.044710943101088446,0.9023722627737226,0.003354708776387827,0.05488721804511282,0.9347325323333587,335,,,,,,,
4,expgrad_dp,0.044710943101088446,0.9020681265206812,0.0026506073857875748,0.059398496240601506,0.9477149286157667,331,0.0007041013906002522,1.0,1.0,5.0,5.0,0.0,-1.1940298507462686
4,expgrad_dp_floor,0.044710943101088446,0.9023722627737226,0.003354708776387827,0.05488721804511282,0.9347325323333587,335,0.0,,,,0.0,0.0,0.0
