seed,method,accuracy,dp_diff,eo_diff,baseline_accuracy,baseline_dp_diff,baseline_eo_diff,n_priv,n_unpriv,dp_closure,dp_from_priv_loss,dp_from_unpriv_gain,dp_share_levelling_down,dp_verdict,tpr_closure,tpr_share_levelling_down,tpr_verdict,priv_lost,priv_gained,unpriv_lost,unpriv_gained,pct_churn_priv,pct_churn_unpriv,people_share_levelling_down,lost_per_gained,net_favourable_change,total_churn,arbitrariness_floor,churn_that_is_noise,positives_delta,positives_pct_change
0,expgrad_dp,0.7844508432743726,0.0010288834407492231,0.14977245286523638,0.7914438502673797,0.11524377406670427,0.043680502297372054,1286,1145,0.1162726575074535,0.0699844479004666,0.0462882096069869,0.6018994439512173,mixed,0.18043094641032792,0.5256601636897102,mixed,102,12,14,67,8.864696734059098,7.074235807860262,0.6035502958579881,1.4683544303797469,-37.0,0.08021390374331551,0.008638420403126285,0.10769230769230768,-37,-7.061068702290076
0,expgrad_eo,0.7893870835047305,0.09659279985330771,0.02844088443075625,0.7914438502673797,0.11524377406670427,0.043680502297372054,1286,1145,0.018650974213396565,0.011664074650077794,0.006986899563318771,0.6253868841714315,mixed,0.025503854369833823,0.6467589220684634,mixed,17,2,6,14,1.4774494556765163,1.7467248908296944,0.5483870967741935,1.4375,-7.0,0.016042780748663103,0.008227067050596462,0.5128205128205128,-7,-1.3358778625954197
0,gridsearch_dp,0.7865076100370219,0.00955876859969984,0.14152503018482399,0.7914438502673797,0.11524377406670427,0.043680502297372054,1286,1145,0.10568500546700443,0.06376360808709178,0.041921397379912656,0.6033363749694767,mixed,0.17218352372991552,0.5029397486380064,mixed,97,15,14,62,8.709175738724728,6.637554585152839,0.610062893081761,1.4415584415584415,-34.0,0.07733443027560674,0.0,0.0,-34,-6.488549618320611
0,prejudice_remover,0.7856849033319622,0.03726527535365745,0.10028791678276217,0.7914438502673797,0.11524377406670427,0.043680502297372054,1286,1145,0.07797849871304682,0.033437013996889614,0.04454148471615721,0.42879786798582165,mixed,0.1309464103278537,0.34640754663451334,mixed,54,11,14,65,5.05443234836703,6.899563318777292,0.453781512605042,0.8947368421052632,8.0,0.059234882764294526,0.0,0.0,8,1.5267175572519085
0,adversarial_debiasing,0.7828054298642534,0.028856954640841592,0.09457601931828735,0.7914438502673797,0.11524377406670427,0.043680502297372054,1286,1145,0.08638681942586268,0.07153965785381028,0.014847161572052403,0.8281316331504222,levelling down,0.1252345128633789,0.8561257787006821,levelling down,109,17,21,38,9.797822706065318,5.152838427947598,0.7414965986394558,2.3636363636363638,-75.0,0.07610037021801727,0.0,0.0,-75,-14.312977099236642
1,expgrad_dp,0.779103249691485,0.013075308834814975,0.13572025633881296,0.7943233237350884,0.08718887311795825,0.01261289044166082,1286,1145,0.07411356428314328,0.04354587869362361,0.030567685589519666,0.5875561257216162,mixed,0.13202377635367318,0.6246922265212805,mixed,83,27,23,58,8.553654743390357,7.074235807860262,0.5886524822695035,1.2470588235294118,-21.0,0.07856849033319621,0.017688194158782394,0.22513089005235604,-21,-3.8817005545286505
1,expgrad_eo,0.7897984368572604,0.05980427445041325,0.06447478406241292,0.7943233237350884,0.08718887311795825,0.01261289044166082,1286,1145,0.027384598667545,0.011664074650077738,0.015720524017467263,0.4259355702700685,mixed,0.06077830407727314,0.4070904645476777,mixed,31,16,6,24,3.6547433903576985,2.6200873362445414,0.5636363636363636,0.925,3.0,0.03167420814479638,0.0,0.0,3,0.5545286506469501
1,gridsearch_dp,0.7774578362813657,0.003935564052238744,0.17603789356366678,0.7943233237350884,0.08718887311795825,0.01261289044166082,1286,1145,0.08325330906571951,0.05443234836702954,0.028820960698689974,0.6538160341958428,mixed,0.172341413578527,0.6340806208234533,mixed,100,30,28,61,10.10886469673406,7.77292576419214,0.6211180124223602,1.4065934065934067,-37.0,0.09008638420403127,0.0,0.0,-37,-6.839186691312385
1,prejudice_remover,0.7852735499794323,0.021150176234490364,0.1445713754992105,0.7943233237350884,0.08718887311795825,0.01261289044166082,1286,1145,0.06603869688346789,0.031104199066874005,0.034934497816593885,0.4709995886466473,mixed,0.14087489551407073,0.4244462025316458,mixed,53,13,13,53,5.132192846034215,5.764192139737991,0.5,1.0,0.0,0.05429864253393665,0.0,0.0,0,0.0
1,adversarial_debiasing,0.7782805429864253,0.020973602178652212,0.14482214172935826,0.7943233237350884,0.08718887311795825,0.01261289044166082,1286,1145,0.06621527093930604,0.07931570762052875,-0.01310043668122271,1.197846153846154,levelling down,0.14112566174421848,1.0957551826258636,levelling down,119,17,48,33,10.57542768273717,7.074235807860262,0.7828947368421053,3.34,-117.0,0.08926367749897161,0.0,0.0,-117,-21.626617375231053
2,expgrad_dp,0.7844508432743726,0.025313928297350713,0.12579177115259593,0.7972027972027972,0.131968053678513,0.06945295811275193,1286,1145,0.10665412538116228,0.06298600311041991,0.04366812227074238,0.5905632143653092,mixed,0.19524472926534786,0.5385786319094282,mixed,97,16,18,68,8.786936236391913,7.510917030567685,0.5878787878787879,1.369047619047619,-31.0,0.08185931715343481,0.027149321266968326,0.3316582914572864,-31,-5.595667870036101
