arm,accuracy,dp_diff,eo_diff,disparate_impact,positives,positives_pct_change,share_levelling_down,people_share_levelling_down,lost_per_gained
baseline,0.7961,0.1083,0.0509,0.8019,7425.0,,,,
expgrad_dp,0.785,0.0132,0.0753,0.9743,7312.2,-1.5193,0.3508,0.6021,1.3099
expgrad_dp_floor,0.7841,0.0128,0.0777,0.9755,7425.6,0.0112,0.2689,0.5463,1.0144
