arm,accuracy,dp_diff,eo_diff,disparate_impact,positives,positives_pct_change,share_levelling_down,people_share_levelling_down,lost_per_gained
baseline,0.7799,0.2311,0.1247,0.5712,2024.4,,,,
expgrad_dp,0.7655,0.0251,0.1374,0.9997,2058.6,1.6923,0.0115,0.7373,0.7915
expgrad_dp_floor,0.7644,0.0166,0.1294,0.9761,2056.4,1.5894,0.0106,0.7515,0.8238
