arm,accuracy,dp_diff,eo_diff,disparate_impact,positives,positives_pct_change,share_levelling_down,people_share_levelling_down,lost_per_gained
baseline,0.8255,0.2063,0.1098,0.7225,18605.6,,,,
expgrad_dp,0.7889,0.0117,0.121,0.9853,18759.8,0.8291,0.195,0.596,0.9091
expgrad_dp_floor,0.7972,0.012,0.1259,0.9845,19987.4,7.4278,-0.0419,0.4378,0.4205
