axis,knob,positives_base,n_test,dp_base,pie,exchange,acc_base,selection_rate
operating_point,0.15,1512.0,1584.0,0.048683,2.448732,0.065964,0.559848,0.954545
operating_point,0.3,1386.083333,1584.0,0.113069,0.561917,0.900544,0.605482,0.875053
operating_point,0.45,1091.0,1584.0,0.20166,13.242898,0.463323,0.669192,0.688763
operating_point,0.55,768.916667,1584.0,0.261511,-1.419629,1.054223,0.669034,0.485427
operating_point,0.65,465.666667,1584.0,0.239039,-72.627857,76.957578,0.621528,0.293981
operating_point,0.75,210.0,1584.0,0.157374,-74.47859,94.277778,0.550253,0.132576
