arm,accuracy,dp_diff,eo_diff,disparate_impact,positives,positives_pct_change,share_levelling_down,people_share_levelling_down,lost_per_gained
baseline,0.6603,0.1075,0.0244,0.8368,4056.8,,,,
postprocess_dp,0.7709,0.008,0.1361,1.0153,1721.6,-57.5585,3.6233,1.0,
