arm,accuracy,dp_diff,eo_diff,disparate_impact,positives,positives_pct_change,share_levelling_down,people_share_levelling_down,lost_per_gained
baseline,0.7772,0.0791,0.0207,0.8341,4508.0,,,,
expgrad_dp,0.7678,0.0186,0.0739,0.9591,4564.0,1.2398,0.3833,0.4245,0.8351
expgrad_dp_floor,0.7679,0.0206,0.0722,0.9547,4567.0,1.3053,0.3786,0.4247,0.8285
