arm,accuracy,dp_diff,eo_diff,disparate_impact,positives,positives_pct_change,share_levelling_down,people_share_levelling_down,lost_per_gained
baseline,0.7611,0.1088,0.0482,0.64,5018.4,,,,
expgrad_dp,0.754,0.0248,0.0824,0.9064,5066.4,0.9637,0.4574,0.491,0.9405
expgrad_dp_floor,0.7535,0.0245,0.0837,0.9076,5080.4,1.2475,0.4504,0.4856,0.9259
