arm,accuracy,dp_diff,eo_diff,disparate_impact,positives,positives_pct_change,share_levelling_down,people_share_levelling_down,lost_per_gained
baseline,0.9002,0.0133,0.0502,0.9861,5958.4,,,,
expgrad_dp,0.9003,0.0128,0.05,0.9867,5963.0,0.0774,-0.3624,0.1221,0.2878
expgrad_dp_floor,0.9002,0.0133,0.0502,0.9861,5958.4,0.0,,,
