arm,accuracy,dp_diff,eo_diff,disparate_impact,positives,positives_pct_change,share_levelling_down,people_share_levelling_down,lost_per_gained
baseline,0.7828,0.1319,0.207,0.5426,263.8,,,,
expgrad_dp,0.7653,0.0716,0.0962,0.7525,253.6,-3.8256,0.3008,0.895,1.4001
expgrad_dp_floor,0.7567,0.0944,0.1412,0.7488,275.8,4.4991,-0.2882,0.8147,0.6604
