arm,accuracy,dp_diff,eo_diff,disparate_impact,positives,positives_pct_change,share_levelling_down,people_share_levelling_down,lost_per_gained
baseline,0.8989,0.0396,0.1004,0.3615,283.2,,,,
expgrad_eo,0.8976,0.0303,0.0583,0.4522,267.8,-5.3411,0.7275,0.7127,1.7045
