seed,arm,floor_target,accuracy,dp_diff,eo_diff,disparate_impact,positives,dp_closure,share_levelling_down,people_share_levelling_down,lost_per_gained,priv_lost,unpriv_gained,positives_pct_change
0,baseline,0.30349013657056145,0.7506631299734748,0.0003754599384245827,0.06141740292955128,1.0012351778656128,344,,,,,,,
0,expgrad_dp,0.30349013657056145,0.7506631299734748,0.0039141698580761886,0.0668158567774936,1.0129503105590063,344,0.003538709919651606,0.48806366047745603,0.5,1.0,1.0,1.0,0.0
0,expgrad_dp_floor,0.30349013657056145,0.7497789566755084,0.0058102425471202035,0.06653249244361775,1.0191143774703557,347,0.005434782608695621,0.0,0.0,0.25,0.0,4.0,0.872093023255814
1,baseline,0.29817905918057663,0.7939876215738285,0.01912968386273184,0.04606486863520111,0.9388061494114821,343,,,,,,,
1,expgrad_dp,0.29817905918057663,0.7957559681697612,0.011967785537283171,0.04606486863520111,0.9615036231884058,345,0.007161898325448668,0.24115334207077693,0.2,0.5,1.0,4.0,0.5830903790087464
1,expgrad_dp_floor,0.29817905918057663,0.7939876215738285,0.00985582338364499,0.04777958614275751,0.9721633085896075,395,0.009273860479086848,-4.469635627530378,0.0,0.0,0.0,28.0,15.160349854227405
2,baseline,0.30766312594840667,0.7524314765694076,0.011169933168130919,0.036125319693094626,0.961503623188406,322,,,,,,,
2,expgrad_dp,0.30766312594840667,0.7595048629531388,0.009977847863632927,0.06944482447259692,1.0358830677828788,320,0.021147781031763846,0.5716822015090984,0.5555555555555556,1.1818181818181819,10.0,8.0,-0.6211180124223602
2,expgrad_dp_floor,0.30766312594840667,0.753315649867374,0.011873920552677053,0.057022464224149694,1.0424382716049383,323,0.023043853720807972,0.4496945010183295,0.45,0.9285714285714286,9.0,11.0,0.3105590062111801
3,baseline,0.30728376327769347,0.7754199823165341,0.024564466471427515,0.025895140664961624,0.9214208503483065,340,,,,,,,
3,expgrad_dp,0.30728376327769347,0.7674624226348364,0.004974844184125526,0.041426108846143284,0.9837263571604029,343,0.01958962228730199,0.3526593195975098,0.375,0.75,6.0,10.0,0.8823529411764706
3,expgrad_dp_floor,0.30728376327769347,0.7727674624226348,0.022583915296237878,0.0307268658451523,0.9285459729151818,345,0.0019805511751896376,-1.7440758293838563,0.14285714285714285,0.4444444444444444,1.0,6.0,1.4705882352941178
4,baseline,0.30045523520485584,0.748894783377542,0.0070304873470000695,0.05442307166114868,1.0240866992539233,334,,,,,,,
4,expgrad_dp,0.30045523520485584,0.7471264367816092,0.02834722535105505,0.09688893753249239,1.1000795334040296,336,0.02131673800405498,0.40510788199031295,0.42857142857142855,0.7777777777777778,6.0,8.0,0.5988023952095808
4,expgrad_dp_floor,0.30045523520485584,0.7435897435897436,0.02455507997296691,0.09768243631488227,1.0877616747181966,330,0.01752459262596684,0.6898768077129076,0.6363636363636364,2.0,7.0,4.0,-1.1976047904191616
