arm,accuracy,dp_diff,eo_diff,disparate_impact,positives,positives_pct_change,share_levelling_down,people_share_levelling_down,lost_per_gained
baseline,0.7787,0.0707,0.0456,0.5713,551.4,,,,
expgrad_dp,0.7698,0.0113,0.0707,0.9245,524.2,-4.9778,0.5935,0.5572,1.3154
expgrad_dp_floor,0.7727,0.0108,0.0857,0.9295,720.6,31.1107,-0.1776,0.3526,0.565
